Year,Avg. Pace,PLAYER,TEAM,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,TS%,3PM,DEFWS,USG%,PIE,Prior MVPs
2020,99.2,Gary Harris,ORL,14,39,72,15,9.9,2.0,2.0,0.7,0.3,0.9,51.1,1.2,0.052000000000000005,16.4,5.3,0
2020,99.2,Dorian Finney-Smith,DAL,5,60,72,36,9.8,5.4,1.7,0.9,0.4,0.8,60.9,2.0,0.08,12.0,7.4,0
2020,99.2,Frank Jackson,DET,15,40,72,13,9.8,2.2,0.9,0.4,0.0,0.9,59.8,1.5,0.07400000000000001,20.7,9.3,0
2020,99.2,Kentavious Caldwell-Pope,LAL,5,67,72,39,9.7,2.7,1.9,0.9,0.4,1.0,58.8,1.8,111,13.9,7.0,0
2020,99.2,Mike Muscala,OKC,14,35,72,15,9.7,3.8,0.8,0.2,0.3,0.6,59.9,1.9,102,19.4,11.2,0
2020,99.2,Otto Porter Jr.,ORL,14,28,72,12,9.7,5.4,2.0,0.6,0.1,0.9,55.2,1.4,0.07200000000000001,18.4,11.6,0
2020,99.2,Daniel Theis,CHI,11,65,72,28,9.6,5.5,1.7,0.6,0.9,1.0,60.9,0.8,71,15.4,9.5,0
2020,99.2,Isaac Okoro,CLE,13,67,72,20,9.6,3.1,1.9,0.9,0.4,1.3,51.4,0.9,69,14.2,4.4,0
2020,99.2,Wayne Ellington,DET,15,46,72,13,9.6,1.8,1.5,0.4,0.2,0.7,62.5,2.5,0.040999999999999995,16.2,7.5,0
2020,99.2,Cameron Johnson,PHX,2,60,72,43,9.6,3.3,1.4,0.6,0.3,0.7,56.3,2.0,0.1,16.4,8.1,0
2020,99.2,Eric Paschall,GSW,8,40,72,20,9.5,3.2,1.3,0.3,0.2,1.1,56.1,0.5,51,23.4,9.8,0
2020,99.2,Taurean Prince,CLE,13,41,72,15,9.5,3.5,1.9,0.7,0.6,1.1,54.0,1.5,0.04,18.9,8.0,0
2020,99.2,Danny Green,PHI,1,69,72,46,9.5,3.8,1.7,1.3,0.8,1.0,58.2,2.5,109,13.8,7.3,0
2020,99.2,Trevor Ariza,MIA,6,30,72,17,9.4,4.8,1.8,1.0,0.6,0.7,54.2,1.7,0.08,14.9,7.7,0
2020,99.2,Cody Zeller,CHA,10,48,72,21,9.4,6.8,1.8,0.6,0.4,1.1,59.9,0.1,65,17.7,11.4,0
2020,99.2,Larry Nance Jr.,CLE,13,35,72,13,9.3,6.7,3.1,1.7,0.5,1.6,55.7,1.2,121,13.9,10.4,0
2020,99.2,Kenyon Martin Jr.,HOU,15,45,72,10,9.3,5.4,1.1,0.7,0.9,0.8,59.0,0.8,0.026000000000000002,15.4,9.0,0
2020,99.2,Landry Shamet,BKN,2,61,72,39,9.3,1.8,1.6,0.5,0.2,0.8,57.8,2.1,55,16.4,6.3,0
2020,99.2,Josh Hart,NOP,11,47,72,21,9.2,8.0,2.3,0.8,0.3,1.0,56.6,1.3,0.07200000000000001,13.3,10.0,0
2020,99.2,Patrick Williams,CHI,11,71,72,30,9.2,4.6,1.4,0.9,0.6,1.4,56.2,0.8,0.059000000000000004,14.6,7.1,0
2020,99.2,David Nwaba,HOU,15,30,72,8,9.2,3.9,1.0,1.0,0.7,0.6,55.7,0.6,84,16.3,8.9,0
2020,99.2,Desmond Bane,MEM,9,68,72,36,9.2,3.1,1.7,0.6,0.2,0.9,60.0,1.7,0.07200000000000001,15.5,8.0,0
2020,99.2,Furkan Korkmaz,PHI,1,55,72,39,9.1,2.1,1.5,0.9,0.2,0.8,54.4,1.8,92,19.5,8.9,0
2020,99.2,De'Anthony Melton,MEM,9,52,72,27,9.1,3.1,2.5,1.2,0.6,1.3,56.8,1.7,91,18.9,10.0,0
2020,99.2,Robin Lopez,WAS,8,71,72,34,9.0,3.8,0.8,0.2,0.6,1.1,66.1,0.1,64,16.9,10.2,0
2020,99.2,Ivica Zubac,LAC,3,72,72,47,9.0,7.2,1.3,0.3,0.9,1.1,69.3,0.0,75,14.7,11.7,0
2020,99.2,Jaylen Nowell,MIN,13,42,72,10,9.0,2.3,1.5,0.5,0.3,0.7,52.8,1.2,51,20.6,8.1,0
2020,99.2,Talen Horton-Tucker,LAL,5,65,72,39,9.0,2.6,2.8,1.0,0.3,1.6,53.6,0.6,95,21.0,9.4,0
2020,99.2,Paul Millsap,DEN,3,56,72,38,9.0,4.7,1.8,0.9,0.6,0.9,56.5,0.9,55,18.4,9.8,0
2020,99.2,DeMarcus Cousins,LAC,3,41,72,22,8.9,6.4,1.9,0.8,0.6,1.6,53.7,1.1,0.07400000000000001,23.9,13.0,0
2020,99.2,Michael Carter-Williams,ORL,14,31,72,12,8.8,4.5,4.2,0.8,0.5,2.2,44.9,0.5,0.11599999999999999,19.8,6.4,0
2020,99.2,Bruce Brown,BKN,2,65,72,45,8.8,5.4,1.6,0.9,0.4,0.8,60.4,0.3,0.054000000000000006,15.7,9.8,0
2020,99.2,Danuel House Jr.,HOU,15,36,72,8,8.8,3.7,1.9,0.6,0.4,1.0,52.5,1.5,46,15.3,6.5,0
2020,99.2,Jay Scrubb,LAC,3,4,72,2,8.8,3.5,0.3,1.0,0.0,1.8,45.8,0.5,31,21.7,5.1,0
2020,99.2,Dario Saric,PHX,2,50,72,37,8.7,3.8,1.3,0.6,0.1,1.1,56.7,0.9,85,21.8,9.4,0
2020,99.2,Isaiah Roby,OKC,14,61,72,19,8.7,5.6,1.8,0.9,0.6,1.9,55.5,0.5,49,17.1,8.4,0
2020,99.2,Terence Davis,SAC,11,61,72,26,8.7,2.5,1.4,0.7,0.2,1.0,55.5,1.6,55,21.3,8.7,0
2020,99.2,Raul Neto,WAS,8,64,72,30,8.7,2.4,2.3,1.1,0.1,0.8,57.5,1.0,67,15.5,8.6,0
2020,99.2,George Hill,PHI,1,30,72,16,8.7,2.0,2.4,0.8,0.2,1.0,59.6,1.0,67,16.1,8.8,0
2020,99.2,T.J. McConnell,IND,8,69,72,33,8.6,3.7,6.6,1.9,0.3,2.0,58.3,0.2,83,14.9,11.9,0
2020,99.2,Moses Brown,BOS,7,43,72,8,8.6,8.9,0.2,0.7,1.1,1.0,57.2,0.0,0.027999999999999997,15.7,11.4,0
2020,99.2,Jakob Poeltl,SAS,10,69,72,32,8.6,7.9,1.9,0.7,1.8,1.2,61.2,0.0,91,13.0,10.0,0
2020,99.2,Ricky Rubio,MIN,13,68,72,23,8.6,3.3,6.4,1.4,0.1,1.6,51.6,1.0,49,15.5,9.8,0
2020,99.2,Robert Covington,POR,5,70,72,42,8.5,6.7,1.7,1.4,1.2,0.9,55.3,1.9,64,11.4,7.2,0
2020,99.2,Svi Mykhailiuk,OKC,14,66,72,13,8.5,2.5,1.7,0.8,0.2,1.3,52.9,1.6,51,19.0,7.7,0
2020,99.2,Cameron Payne,PHX,2,60,72,42,8.4,2.4,3.6,0.6,0.3,1.0,60.2,1.2,64,19.3,11.7,0
2020,99.2,James Ennis III,ORL,14,41,72,12,8.4,4.0,1.5,0.8,0.2,0.9,61.3,1.1,63,13.7,7.7,0
2020,99.2,Gabriel Deck,OKC,14,10,72,1,8.4,4.0,2.4,0.8,0.0,0.6,54.8,0.2,24,15.9,10.0,0
2020,99.2,Mitchell Robinson,NYK,4,31,72,15,8.3,8.1,0.5,1.1,1.5,0.8,64.2,0.0,114,11.4,10.4,0
2020,99.2,Luke Kennard,LAC,3,63,72,44,8.3,2.6,1.7,0.4,0.1,0.8,60.8,1.6,0.036000000000000004,16.6,8.4,0
2020,99.2,Cory Joseph,DET,15,63,72,25,8.2,2.5,3.4,1.0,0.3,1.3,55.6,0.7,0.037000000000000005,15.9,7.9,0
2020,99.2,Sterling Brown,HOU,15,51,72,14,8.2,4.4,1.4,0.7,0.2,0.8,59.7,1.8,69,13.3,8.2,0
2020,99.2,Aleksej Pokusevski,OKC,14,45,72,13,8.2,4.7,2.2,0.4,0.9,2.2,43.0,1.3,42,19.7,5.8,0
2020,99.2,Hassan Whiteside,SAC,11,36,72,16,8.1,6.0,0.6,0.3,1.3,1.1,56.6,0.0,0.027999999999999997,22.7,12.3,0
2020,99.2,JaMychal Green,DEN,3,58,72,38,8.1,4.8,0.9,0.4,0.4,0.9,59.0,1.4,73,17.2,8.8,0
2020,99.2,Nicolas Batum,LAC,3,67,72,44,8.1,4.7,2.2,1.0,0.6,0.8,61.7,1.6,0.1,11.6,8.8,0
2020,99.2,Robert Williams III,BOS,7,52,72,29,8.0,6.9,1.8,0.8,1.8,1.0,71.9,0.0,48,14.5,15.2,0
2020,99.2,Tyrese Maxey,PHI,1,61,72,41,8.0,1.7,2.0,0.4,0.2,0.7,53.1,0.5,57,22.2,10.6,0
2020,99.2,Mo Bamba,ORL,14,46,72,11,8.0,5.8,0.8,0.3,1.3,0.8,55.6,0.8,25,21.0,12.3,0
2020,99.2,Kenrich Williams,OKC,14,66,72,21,8.0,4.1,2.3,0.8,0.3,1.2,59.9,0.8,61,14.8,9.0,0
2020,99.2,Austin Rivers,DEN,3,36,72,20,7.9,2.3,2.3,0.8,0.1,1.0,55.1,1.5,71,15.0,6.7,0
2020,99.2,Isaiah Stewart,DET,15,68,72,20,7.9,6.7,0.9,0.6,1.3,1.0,59.7,0.3,83,15.0,10.8,0
2020,99.2,Anfernee Simons,POR,5,64,72,37,7.8,2.2,1.4,0.3,0.1,0.7,58.9,1.9,31,18.0,7.9,0
2020,99.2,Willy Hernangomez,NOP,11,47,72,20,7.8,7.1,1.1,0.5,0.5,0.7,59.1,0.0,38,16.6,12.5,0
2020,99.2,Chuma Okeke,ORL,14,45,72,15,7.8,4.0,2.2,1.1,0.5,0.8,51.1,1.1,81,14.2,8.4,0
2020,99.2,Payton Pritchard,BOS,7,66,72,33,7.7,2.4,1.8,0.6,0.1,0.8,58.2,1.5,0.055999999999999994,16.2,8.2,0
2020,99.2,Tomas Satoransky,CHI,11,58,72,25,7.7,2.4,4.7,0.7,0.2,1.7,61.4,0.7,68,15.0,9.6,0
2020,99.2,P.J. Dozier,DEN,3,50,72,36,7.7,3.6,1.8,0.6,0.4,0.9,50.1,0.9,0.11699999999999999,16.6,7.6,0
2020,99.2,Mike James,BKN,2,13,72,9,7.7,2.5,4.2,0.5,0.1,1.5,48.1,0.8,48,23.1,9.2,0
2020,99.2,Naji Marshall,NOP,11,32,72,14,7.7,4.6,2.8,0.8,0.3,1.2,50.8,0.9,73,16.0,8.8,0
2020,99.2,D.J. Augustin,HOU,15,57,72,28,7.7,1.6,3.3,0.5,0.0,1.1,57.0,1.5,35,16.4,7.9,0
2020,99.2,Isaiah Thomas,NOP,11,3,72,1,7.7,1.3,1.7,0.3,0.0,2.0,41.2,1.0,99,27.4,3.3,0
2020,99.2,Ben McLemore,LAL,5,53,72,20,7.7,1.9,0.7,0.4,0.2,0.8,52.3,1.8,0.06,19.2,5.3,0
2020,99.2,Tristan Thompson,BOS,7,54,72,27,7.6,8.1,1.2,0.4,0.6,1.1,54.0,0.0,68,14.4,9.3,0
2020,99.2,Garrett Temple,CHI,11,56,72,25,7.6,2.9,2.2,0.8,0.5,1.0,52.5,1.2,0.09300000000000001,12.6,5.1,0
2020,99.2,Steven Adams,NOP,11,58,72,26,7.6,8.9,1.9,0.9,0.7,1.3,59.6,0.0,45,11.8,9.0,0
2020,99.2,Edmond Sumner,IND,8,53,72,23,7.5,1.8,0.9,0.6,0.2,1.0,62.6,0.7,0.040999999999999995,17.6,7.2,0
2020,99.2,Patrick Beverley,LAC,3,37,72,25,7.5,3.2,2.1,0.8,0.8,0.9,58.0,1.5,92,14.6,6.6,0
2020,99.2,Malachi Flynn,TOR,12,47,72,21,7.5,2.5,2.9,0.8,0.1,0.9,48.4,1.1,65,18.3,8.3,0
2020,99.2,Henry Ellenson,TOR,12,2,72,0,7.5,6.0,2.5,0.0,0.0,0.0,47.6,1.0,193,16.7,10.6,0
2020,99.2,Jaxson Hayes,NOP,11,60,72,24,7.5,4.3,0.6,0.4,0.6,0.7,67.5,0.1,73,15.6,12.3,0
2020,99.2,DeAndre Jordan,BKN,2,57,72,37,7.5,7.5,1.6,0.3,1.1,1.5,73.6,0.0,0.037000000000000005,12.8,11.2,0
2020,99.2,JJ Redick,DAL,5,44,72,22,7.4,1.5,1.2,0.3,0.1,0.8,56.4,1.5,0.05,18.4,6.7,0
2020,99.2,Jalen Harris,TOR,12,13,72,3,7.4,1.4,1.3,0.6,0.0,1.1,63.2,1.3,51,21.9,9.7,0
2020,99.2,Jalen McDaniels,CHA,10,47,72,18,7.4,3.6,1.1,0.6,0.4,1.0,55.4,0.7,0.037000000000000005,16.9,7.3,0
2020,99.2,Louis King,SAC,11,6,72,3,7.3,3.0,1.5,1.2,0.5,0.7,60.0,0.7,85,19.1,14.8,0
2020,99.2,JaVale McGee,DEN,3,46,72,21,7.3,5.2,0.8,0.4,1.2,1.3,54.1,0.1,0.06,22.8,11.5,0
2020,99.2,James Johnson,NOP,11,51,72,21,7.2,3.5,1.9,0.8,0.8,1.1,51.0,0.6,0.055999999999999994,16.6,7.1,0
2020,99.2,Juancho Hernangomez,MIN,13,52,72,19,7.2,3.9,0.7,0.4,0.1,0.5,54.9,1.1,0.027000000000000003,16.7,8.5,0
2020,99.2,Justin Jackson,MIL,3,34,72,12,7.2,2.3,1.5,0.4,0.1,0.9,51.6,1.1,69,19.5,7.7,0
2020,99.2,Aaron Holiday,IND,8,66,72,30,7.2,1.3,1.9,0.7,0.2,1.0,50.3,1.0,55,18.9,5.7,0
2020,99.2,Khem Birch,TOR,12,67,72,23,7.2,5.8,1.3,0.7,0.7,0.7,55.2,0.2,73,13.3,8.9,0
2020,99.2,Kent Bazemore,GSW,8,67,72,35,7.2,3.4,1.6,1.0,0.5,1.2,56.4,1.1,94,15.9,7.5,0
2020,99.2,Tony Bradley,OKC,14,42,72,15,7.1,5.7,0.9,0.4,0.7,0.8,67.8,0.0,48,15.4,13.2,0
2020,99.2,Dewayne Dedmon,MIA,6,16,72,11,7.1,5.4,0.8,0.6,0.4,0.8,73.5,0.1,64,18.3,14.9,0
2020,99.2,Maxi Kleber,DAL,5,50,72,31,7.1,5.2,1.4,0.5,0.7,0.6,60.6,1.7,0.09300000000000001,10.3,7.3,0
2020,99.2,Draymond Green,GSW,8,63,72,35,7.0,7.1,8.9,1.7,0.8,3.0,53.0,0.5,105,12.8,10.7,0
2020,99.2,Terance Mann,LAC,3,67,72,45,7.0,3.6,1.6,0.4,0.2,0.6,60.3,0.6,62,14.4,9.1,0
2020,99.2,Daniel Gafford,WAS,8,54,72,31,7.0,4.3,0.5,0.5,1.4,0.8,69.7,0.0,53,16.1,12.2,0
2020,99.2,Ignas Brazdeikis,ORL,14,13,72,3,7.0,3.5,1.3,0.3,0.2,0.9,51.0,0.8,35,17.1,6.3,0
2020,99.2,Royce O'Neale,UTA,1,71,72,51,7.0,6.8,2.5,0.8,0.5,1.2,59.9,1.5,0.12300000000000001,9.5,7.4,0
2020,99.2,Dwight Howard,PHI,1,69,72,46,7.0,8.4,0.9,0.4,0.9,1.6,61.0,0.1,73,17.3,13.0,0
2020,99.2,Georges Niang,UTA,1,72,72,52,6.9,2.4,0.8,0.3,0.1,0.7,60.2,1.7,0.09699999999999999,16.9,7.6,0
2020,99.2,R.J. Hampton,ORL,14,51,72,20,6.9,3.5,1.7,0.4,0.2,1.0,50.7,0.5,0.02,19.1,8.5,0
2020,99.2,Moritz Wagner,ORL,14,45,72,19,6.9,3.2,1.1,0.6,0.4,1.0,58.0,0.7,39,17.8,8.0,0
2020,99.2,Justise Winslow,MEM,9,26,72,13,6.8,4.5,1.9,0.6,0.5,1.4,39.5,0.4,0.08,21.2,6.0,0
2020,99.2,Derrick Jones Jr.,POR,5,58,72,32,6.8,3.5,0.8,0.6,0.9,0.6,57.6,0.7,0.044000000000000004,12.2,5.8,0
2020,99.2,Gorgui Dieng,SAS,10,38,72,14,6.8,3.7,1.3,0.7,0.4,0.8,67.0,0.8,32,16.9,12.0,0
2020,99.2,Pat Connaughton,MIL,3,69,72,44,6.8,4.8,1.2,0.7,0.3,0.5,57.8,1.5,0.09,11.3,7.9,0
2020,99.2,Jaden McDaniels,MIN,13,63,72,18,6.8,3.7,1.1,0.6,1.0,0.7,55.2,1.1,53,11.8,5.0,0
2020,99.2,Killian Hayes,DET,15,26,72,6,6.8,2.7,5.3,1.0,0.4,3.2,42.2,0.8,76,18.5,5.3,0
2020,99.2,Jeff Teague,MIL,3,55,72,27,6.7,1.6,2.4,0.6,0.2,1.2,56.2,0.7,0.052000000000000005,17.4,7.9,0
2020,99.2,Ish Smith,WAS,8,44,72,23,6.7,3.4,3.9,0.7,0.3,0.9,47.3,0.4,73,15.5,9.3,0
2020,99.2,Damyean Dotson,CLE,13,46,72,14,6.7,2.0,2.0,0.3,0.1,0.9,49.9,1.0,65,16.2,6.9,0
2020,99.2,Dennis Smith Jr.,DET,15,23,72,7,6.7,2.4,3.3,1.0,0.6,1.1,49.2,0.8,67,19.1,9.3,0
2020,99.2,Markieff Morris,LAL,5,61,72,32,6.7,4.4,1.2,0.4,0.3,0.9,50.9,1.1,84,16.0,7.6,0
2020,99.2,Abdel Nader,PHX,2,24,72,16,6.7,2.6,0.8,0.4,0.4,0.8,60.5,0.8,86,18.3,9.2,0
2020,99.2,Spencer Dinwiddie,BKN,2,3,72,2,6.7,4.3,3.0,0.7,0.3,1.7,53.6,0.7,0.21,15.4,10.2,0
2020,99.2,Trey Burke,DAL,5,62,72,35,6.6,0.9,1.3,0.6,0.1,0.5,54.4,0.9,46,19.3,7.6,0
2020,99.2,Nic Claxton,BKN,2,32,72,23,6.6,5.2,0.9,0.7,1.3,0.6,61.2,0.0,0.10099999999999999,13.6,10.9,0
2020,99.2,Xavier Tillman Sr.,MEM,9,59,72,31,6.6,4.3,1.3,0.7,0.6,0.8,60.5,0.4,76,14.2,9.5,0
2020,99.2,Alex Len,WAS,8,64,72,30,6.6,4.1,0.8,0.3,1.0,0.9,64.3,0.1,0.044000000000000004,16.1,9.7,0
2020,99.2,Frank Kaminsky,PHX,2,47,72,33,6.6,4.0,1.7,0.3,0.4,0.5,54.7,0.7,53,18.5,10.6,0
2020,99.2,Denzel Valentine,CHI,11,62,72,26,6.5,3.2,1.7,0.5,0.1,0.7,47.9,1.3,68,19.0,8.5,0
2020,99.2,Damion Lee,GSW,8,57,72,28,6.5,3.2,1.3,0.7,0.1,0.5,63.6,1.4,69,12.7,8.8,0
2020,99.2,Nemanja Bjelica,MIA,6,37,72,16,6.5,3.4,1.9,0.4,0.1,0.9,55.4,0.7,0.02,17.9,8.4,0
2020,99.2,Marquese Chriss,GSW,8,2,72,0,6.5,6.5,1.0,0.0,1.0,1.0,41.2,0.5,5,25.0,11.0,0
2020,99.2,Chasson Randle,ORL,14,41,72,10,6.5,2.0,1.8,0.5,0.1,1.1,51.5,1.1,48,15.4,5.4,0
2020,99.2,Avery Bradley,HOU,15,27,72,6,6.4,2.1,1.7,0.8,0.1,1.0,48.7,1.2,34,14.6,3.9,0
2020,99.2,Alex Caruso,LAL,5,58,72,32,6.4,2.9,2.8,1.1,0.3,1.3,54.7,0.9,0.11800000000000001,14.4,8.4,0
2020,99.2,Timothe Luwawu-Cabarrot,BKN,2,58,72,38,6.4,2.2,1.2,0.6,0.1,0.7,49.3,1.3,42,16.5,4.7,0
2020,99.2,Kira Lewis Jr.,NOP,11,54,72,23,6.4,1.3,2.3,0.7,0.2,0.6,47.7,0.7,62,17.6,6.4,0
2020,99.2,Deni Avdija,WAS,8,54,72,25,6.3,4.9,1.2,0.6,0.3,0.6,51.5,1.0,0.07400000000000001,11.8,6.0,0
2020,99.2,Tyus Jones,MEM,9,70,72,36,6.3,2.0,3.7,0.9,0.1,0.7,51.1,0.6,66,16.5,11.3,0
2020,99.2,Chimezie Metu,SAC,11,36,72,14,6.3,3.1,0.8,0.4,0.5,0.8,57.1,0.4,17,19.4,8.3,0
2020,99.2,Frank Mason,ORL,14,4,72,1,6.3,3.0,3.0,0.0,0.0,1.3,46.2,0.5,0.07200000000000001,17.0,5.9,0
2020,99.2,Robert Franks,ORL,14,7,72,0,6.1,2.0,0.7,0.4,0.4,0.3,63.8,0.7,1,14.8,9.1,0
2020,99.2,Aron Baynes,TOR,12,53,72,20,6.1,5.2,0.9,0.3,0.4,0.9,50.3,0.5,53,15.7,7.0,0
2020,99.2,Jaylen Hoard,OKC,14,19,72,1,6.1,3.4,1.3,0.7,0.3,0.9,54.7,0.0,0.059000000000000004,15.6,9.3,0
2020,99.2,Facundo Campazzo,DEN,3,65,72,43,6.1,2.1,3.6,1.2,0.2,1.1,55.8,1.2,76,12.8,7.4,0
2020,99.2,Max Strus,MIA,6,39,72,14,6.1,1.1,0.6,0.3,0.1,0.2,59.7,1.3,0.027000000000000003,17.9,7.2,0
2020,99.2,Dakota Mathias,PHI,1,8,72,4,6.0,0.9,1.6,0.1,0.4,0.1,47.4,1.0,0.059000000000000004,16.6,6.2,0
2020,99.2,Dean Wade,CLE,13,63,72,19,6.0,3.4,1.2,0.6,0.3,0.5,57.3,1.2,49,12.8,8.2,0
2020,99.2,Dwight Powell,DAL,5,58,72,36,5.9,4.0,1.1,0.6,0.5,0.7,68.8,0.1,0.059000000000000004,12.9,9.9,0
2020,99.2,Drew Eubanks,SAS,10,54,72,21,5.8,4.5,0.8,0.3,0.9,0.8,61.8,0.0,0.052000000000000005,16.6,11.5,0
2020,99.2,DeAndre' Bembry,TOR,12,51,72,23,5.7,2.9,2.1,1.0,0.4,1.4,57.0,0.3,73,14.2,7.9,0
2020,99.2,Jordan Nwora,MIL,3,30,72,19,5.7,2.0,0.2,0.6,0.3,0.8,58.6,0.9,0.037000000000000005,25.4,11.3,0
2020,99.2,Rodney McGruder,DET,15,16,72,3,5.7,1.4,1.0,0.5,0.1,0.4,61.9,0.7,17,17.9,9.7,0
2020,99.2,Juan Toscano-Anderson,GSW,8,53,72,28,5.7,4.4,2.8,0.8,0.5,1.2,67.6,0.7,92,10.8,9.8,0
2020,99.2,Mychal Mulder,GSW,8,60,72,33,5.6,1.0,0.4,0.2,0.2,0.3,61.3,1.4,46,15.7,6.2,0
2020,99.2,Donta Hall,ORL,14,13,72,3,5.6,4.8,0.8,0.4,0.8,0.6,73.1,0.0,67,13.5,14.5,0
2020,99.2,Yogi Ferrell,LAC,3,10,72,4,5.6,1.9,2.2,0.7,0.3,0.3,45.9,0.9,55,19.3,9.4,0
2020,99.2,Saben Lee,DET,15,48,72,14,5.6,2.0,3.6,0.7,0.3,1.1,53.6,0.2,43,17.1,9.6,0
2020,99.2,Freddie Gillespie,TOR,12,20,72,7,5.6,4.9,0.5,0.7,1.0,0.6,56.3,0.0,0.055999999999999994,12.0,7.5,0
2020,99.2,Anthony Lamb,HOU,15,24,72,3,5.5,2.9,1.0,0.3,0.2,0.8,52.3,1.0,33,14.4,5.0,0
2020,99.2,Jabari Parker,BOS,7,13,72,4,5.5,3.2,0.8,0.1,0.4,0.8,59.3,0.2,0.054000000000000006,17.5,11.7,0
2020,99.2,Garrison Mathews,WAS,8,64,72,32,5.5,1.4,0.4,0.5,0.1,0.2,63.5,1.2,35,11.1,5.2,0
2020,99.2,Brad Wanamaker,CHA,10,61,72,29,5.5,1.7,2.9,0.7,0.2,1.2,48.9,0.3,69,16.6,7.5,0
2020,99.2,Devin Vassell,SAS,10,62,72,30,5.5,2.8,0.9,0.7,0.3,0.4,52.4,0.8,0.06,13.8,7.1,0
2020,99.2,Torrey Craig,PHX,2,50,72,33,5.5,3.9,1.0,0.6,0.5,0.5,57.9,0.8,0.028999999999999998,14.1,8.6,0
2020,99.2,Derrick Favors,UTA,1,68,72,49,5.4,5.5,0.6,0.5,1.0,0.5,66.3,0.0,0.040999999999999995,12.5,11.1,0
2020,99.2,Justin Patton,HOU,15,13,72,1,5.4,3.8,1.1,0.9,1.1,0.3,48.8,0.7,32,12.8,6.5,0
2020,99.2,Tyler Johnson,BKN,2,39,72,29,5.4,2.0,1.2,0.4,0.0,0.4,54.6,1.2,51,13.2,5.9,0
2020,99.2,Rajon Rondo,LAC,3,45,72,28,5.4,2.4,4.4,0.8,0.1,1.8,54.4,0.8,0.07,16.6,11.0,0
2020,99.2,Jarred Vanderbilt,MIN,13,64,72,18,5.4,5.8,1.2,1.0,0.7,0.8,61.2,0.0,61,11.8,10.7,0
2020,99.2,Jahlil Okafor,DET,15,27,72,5,5.4,2.4,0.5,0.2,0.2,0.8,64.4,0.1,46,17.0,8.9,0
2020,99.2,Josh Okogie,MIN,13,59,72,21,5.4,2.6,1.1,0.9,0.5,0.7,52.4,0.5,38,11.9,4.5,0
2020,99.2,Taj Gibson,NYK,4,45,72,29,5.4,5.6,0.8,0.7,1.1,0.5,66.1,0.1,0.10800000000000001,9.5,9.5,0
2020,99.2,Tony Snell,ATL,4,47,72,29,5.3,2.4,1.3,0.3,0.2,0.4,70.8,1.3,55,8.4,6.0,0
2020,99.2,Jarrett Culver,MIN,13,34,72,7,5.3,3.1,0.7,0.5,0.3,0.8,47.6,0.4,48,17.9,5.7,0
2020,99.2,Willie Cauley-Stein,DAL,5,53,72,29,5.3,4.5,0.7,0.4,0.8,0.5,64.7,0.0,79,12.0,8.4,0
2020,99.2,Glenn Robinson III,SAC,11,23,72,9,5.3,2.0,0.9,0.2,0.1,0.5,55.4,0.7,-0.009000000000000001,13.5,5.7,0
2020,99.2,Mason Jones,PHI,1,32,72,10,5.3,1.7,1.3,0.2,0.0,0.9,55.6,0.8,38,21.7,9.2,0
2020,99.2,Maurice Harkless,SAC,11,37,72,16,5.2,2.4,1.2,0.8,0.5,0.6,52.7,0.6,49,11.4,4.4,0
2020,99.2,D.J. Wilson,HOU,15,35,72,13,5.2,3.2,0.7,0.3,0.5,0.6,51.1,0.9,35,19.5,8.7,0
2020,99.2,Alize Johnson,BKN,2,18,72,10,5.2,5.0,0.8,0.3,0.3,0.5,63.8,0.1,0.026000000000000002,17.5,17.4,0
2020,99.2,Dylan Windler,CLE,13,31,72,11,5.2,3.5,1.1,0.6,0.4,1.0,56.7,0.8,48,14.0,8.2,0
2020,99.2,Patrick Patterson,LAC,3,38,72,26,5.2,2.0,0.8,0.4,0.2,0.3,57.1,1.1,53,13.5,6.6,0
2020,99.2,Goga Bitadze,IND,8,45,72,19,5.1,3.3,0.8,0.2,1.3,0.4,52.3,0.4,43,16.9,7.8,0
2020,99.2,Jake Layman,MIN,13,45,72,12,5.1,1.5,0.6,0.6,0.4,0.6,57.7,0.5,55,14.7,7.4,0
2020,99.2,Isaiah Hartenstein,CLE,13,46,72,20,5.1,3.9,1.2,0.4,0.8,1.0,58.3,0.0,55,18.7,10.8,0
2020,99.2,Sekou Doumbouya,DET,15,56,72,15,5.1,2.6,0.8,0.4,0.2,0.8,45.9,0.5,42,17.6,4.5,0
2020,99.2,Nerlens Noel,NYK,4,64,72,35,5.1,6.4,0.7,1.1,2.2,1.0,63.8,0.0,86,9.2,8.2,0
2020,99.2,Marc Gasol,LAL,5,52,72,32,5.0,4.1,2.1,0.5,1.1,1.0,60.6,1.0,92,11.7,8.3,0
2020,99.2,Jordan McLaughlin,MIN,13,51,72,15,5.0,2.1,3.8,1.0,0.1,1.0,50.2,0.6,64,13.3,9.5,0
2020,99.2,Bismack Biyombo,CHA,10,66,72,28,5.0,5.3,1.2,0.3,1.1,1.1,57.4,0.0,0.054000000000000006,11.3,6.8,0
2020,99.2,Trey Lyles,SAS,10,23,72,10,5.0,3.7,0.6,0.3,0.0,0.3,57.4,0.6,35,12.8,9.8,0
2020,99.2,Precious Achiuwa,MIA,6,61,72,31,5.0,3.4,0.5,0.3,0.5,0.7,55.0,0.0,42,18.4,8.6,0
