Year,Avg. Pace,PLAYER,TEAM,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,TS%,3PM,DEFWS,USG%,PIE,Prior MVPs
2020,99.2,Caleb Martin,CHA,10,53,72,23,5.0,2.7,1.3,0.7,0.2,0.6,46.5,0.6,51,16.4,6.7,0
2020,99.2,E'Twaun Moore,PHX,2,27,72,20,4.9,1.7,1.5,0.6,0.2,0.9,52.3,0.4,55,16.4,6.4,0
2020,99.2,Jerome Robinson,WAS,8,17,72,5,4.9,2.2,1.5,0.7,0.4,1.1,40.0,0.6,0.04,16.1,3.1,0
2020,99.2,Tyler Cook,DET,15,32,72,11,4.9,3.0,0.5,0.3,0.1,0.7,65.9,0.0,39,13.6,8.8,0
2020,99.2,Brandon Goodwin,ATL,4,47,72,25,4.9,1.5,2.0,0.4,0.0,0.8,47.1,0.7,45,19.0,7.2,0
2020,99.2,Gabe Vincent,MIA,6,50,72,27,4.8,1.1,1.3,0.4,0.0,0.7,49.8,0.9,0.04,18.4,4.9,0
2020,99.2,Wesley Matthews,LAL,5,58,72,33,4.8,1.6,0.9,0.7,0.3,0.4,51.7,1.1,0.09,11.1,4.4,0
2020,99.2,Langston Galloway,PHX,2,40,72,29,4.8,1.1,0.7,0.2,0.0,0.3,60.5,0.9,43,16.3,7.6,0
2020,99.2,Aaron Nesmith,BOS,7,46,72,22,4.7,2.8,0.5,0.3,0.2,0.5,57.3,0.9,0.05,13.3,6.0,0
2020,99.2,Troy Brown Jr.,CHI,11,34,72,10,4.7,3.1,0.9,0.3,0.2,0.6,52.5,0.6,0.06,14.1,6.7,0
2020,99.2,Boban Marjanovic,DAL,5,33,72,14,4.7,3.9,0.3,0.1,0.2,0.4,56.2,0.0,48,23.1,16.2,0
2020,99.2,Damian Jones,SAC,11,39,72,24,4.7,3.1,0.7,0.3,0.7,0.7,71.2,0.0,45,12.0,8.3,0
2020,99.2,Grant Williams,BOS,7,63,72,30,4.7,2.8,1.0,0.5,0.4,0.9,54.6,0.8,61,12.0,4.0,0
2020,99.2,Semi Ojeleye,BOS,7,56,72,28,4.6,2.6,0.7,0.3,0.0,0.4,55.3,1.0,63,11.4,6.3,0
2020,99.2,JaKarr Sampson,IND,8,29,72,14,4.6,2.7,0.1,0.1,0.5,0.5,53.3,0.1,38,17.7,5.9,0
2020,99.2,Nassir Little,POR,5,48,72,27,4.6,2.7,0.5,0.1,0.3,0.4,58.9,0.6,0.009000000000000001,13.5,7.2,0
2020,99.2,Onyeka Okongwu,ATL,4,50,72,31,4.6,3.3,0.4,0.5,0.7,0.6,65.5,0.0,0.028999999999999998,14.1,8.7,0
2020,99.2,Kelan Martin,IND,8,35,72,16,4.5,2.2,0.5,0.3,0.3,0.5,55.1,0.7,57,19.9,9.9,0
2020,99.2,Rodney Hood,TOR,12,55,72,29,4.5,1.9,1.0,0.4,0.1,0.7,45.2,0.6,33,13.9,3.7,0
2020,99.2,Solomon Hill,ATL,4,71,72,41,4.5,3.0,1.1,0.7,0.2,0.6,49.8,1.0,63,10.2,4.5,0
2020,99.2,Charlie Brown Jr.,OKC,14,9,72,1,4.4,1.9,1.0,0.4,0.2,0.7,42.2,0.6,39,14.0,2.1,0
2020,99.2,Al-Farouq Aminu,CHI,11,23,72,5,4.4,4.8,1.3,0.8,0.4,1.2,46.9,0.3,63,13.8,7.5,0
2020,99.2,Stanley Johnson,TOR,12,61,72,25,4.4,2.5,1.5,0.9,0.3,0.9,51.9,0.7,0.044000000000000004,13.0,5.6,0
2020,99.2,Andre Iguodala,MIA,6,63,72,37,4.4,3.5,2.3,0.9,0.6,1.1,51.9,1.0,78,10.9,7.2,0
2020,99.2,Yuta Watanabe,TOR,12,50,72,24,4.4,3.2,0.8,0.5,0.4,0.4,56.5,0.7,55,12.1,8.9,0
2020,99.2,Chandler Hutchison,WAS,8,25,72,11,4.3,3.1,0.7,0.5,0.2,0.8,46.9,0.3,0.036000000000000004,15.5,6.1,0
2020,99.2,John Konchar,MEM,9,43,72,23,4.3,3.0,1.1,0.7,0.2,0.4,60.8,0.5,47,12.4,9.8,0
2020,99.2,Devin Cannady,ORL,14,8,72,0,4.3,0.6,0.1,0.6,0.1,0.3,54.7,0.8,0.018000000000000002,18.1,6.1,0
2020,99.2,Mike Scott,PHI,1,51,72,35,4.2,2.4,0.8,0.5,0.3,0.4,49.2,1.0,73,11.6,5.0,0
2020,99.2,Jevon Carter,PHX,2,60,72,42,4.1,1.5,1.2,0.5,0.2,0.3,54.8,0.9,46,14.6,7.5,0
2020,99.2,Lamar Stevens,CLE,13,40,72,13,4.1,2.4,0.6,0.4,0.3,0.6,52.1,0.1,38,15.2,7.2,0
2020,99.2,Kevon Looney,GSW,8,61,72,34,4.1,5.3,2.0,0.3,0.4,0.6,57.5,0.1,81,9.2,8.0,0
2020,99.2,Paul Watson,TOR,12,27,72,13,4.1,1.7,0.6,0.2,0.1,0.3,64.9,1.1,0.026000000000000002,13.3,7.1,0
2020,99.2,Nico Mannion,GSW,8,30,72,17,4.1,1.5,2.3,0.5,0.0,1.0,48.7,0.7,31,18.6,7.5,0
2020,99.2,DaQuan Jeffries,SAS,10,31,72,6,4.1,2.3,0.7,0.5,0.3,0.5,51.4,0.6,35,11.4,4.5,0
2020,99.2,Josh Hall,OKC,14,21,72,2,4.1,2.8,1.3,0.2,0.0,1.2,36.3,0.2,33,17.4,1.5,0
2020,99.2,Obi Toppin,NYK,4,62,72,36,4.1,2.2,0.5,0.3,0.2,0.4,57.4,0.4,46,15.7,9.3,0
2020,99.2,Darius Miller,OKC,14,18,72,5,4.1,1.3,1.2,0.7,0.3,0.4,68.5,0.9,73,12.7,11.5,0
2020,99.2,Chris Chiozza,BKN,2,22,72,12,4.0,1.1,3.0,0.3,0.3,0.7,46.1,0.6,55,20.0,9.3,0
2020,99.2,Jordan Bone,ORL,14,14,72,2,4.0,1.7,1.3,0.1,0.0,0.2,51.9,0.7,34,12.1,6.7,0
2020,99.2,Udonis Haslem,MIA,6,1,72,1,4.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,21,28.6,45.5,0
2020,99.2,Cody Martin,CHA,10,52,72,26,4.0,3.1,1.7,0.7,0.2,0.8,50.0,0.3,61,12.3,7.3,0
2020,99.2,Carsen Edwards,BOS,7,31,72,14,4.0,0.8,0.5,0.2,0.0,0.2,52.7,0.6,31,18.7,6.4,0
2020,99.2,Matisse Thybulle,PHI,1,65,72,46,3.9,1.9,1.0,1.6,1.1,0.5,50.8,0.7,95,9.0,5.3,0
2020,99.2,Brodric Thomas,CLE,13,32,72,6,3.9,1.7,0.9,0.5,0.3,0.7,48.7,0.5,47,15.8,5.2,0
2020,99.2,Kevin Knox II,NYK,4,42,72,26,3.9,1.5,0.5,0.3,0.1,0.4,53.7,0.8,53,15.2,6.5,0
2020,99.2,Justin James,SAC,11,36,72,15,3.9,0.8,0.6,0.2,0.1,0.4,54.8,0.4,31,19.2,6.6,0
2020,99.2,Dante Exum,HOU,15,6,72,3,3.8,2.8,2.2,0.7,0.3,1.2,42.8,0.3,141,11.9,5.8,0
2020,99.2,Ersan Ilyasova,UTA,1,17,72,14,3.8,1.7,0.2,0.6,0.2,0.5,57.8,1.1,45,19.0,6.2,0
2020,99.2,Tremont Waters,BOS,7,26,72,13,3.8,0.8,2.4,0.6,0.0,1.0,54.1,0.6,35,20.4,11.0,0
2020,99.2,Nathan Knight,ATL,4,33,72,21,3.8,2.2,0.2,0.3,0.3,0.5,49.9,0.2,34,20.7,8.9,0
2020,99.2,Skylar Mays,ATL,4,33,72,19,3.8,1.1,0.9,0.4,0.1,0.3,56.9,0.4,0.036000000000000004,18.6,11.3,0
2020,99.2,Thon Maker,CLE,13,8,72,3,3.8,2.3,0.5,0.3,0.5,0.4,65.7,0.0,49,14.5,13.4,0
2020,99.2,Isaiah Joe,PHI,1,41,72,22,3.7,0.9,0.5,0.3,0.1,0.3,53.3,1.0,0.044000000000000004,16.3,5.8,0
2020,99.2,P.J. Tucker,MIL,3,52,72,27,3.7,3.9,1.2,0.8,0.4,0.8,51.0,0.8,45,7.2,3.4,0
2020,99.2,Luka Samanic,SAS,10,33,72,14,3.7,2.1,0.5,0.2,0.2,0.6,51.8,0.4,45,18.7,6.5,0
2020,99.2,Javonte Green,CHI,11,41,72,19,3.6,1.7,0.4,0.7,0.1,0.5,61.0,0.2,46,12.2,6.9,0
2020,99.2,Wenyen Gabriel,NOP,11,21,72,9,3.4,2.6,0.5,0.4,0.4,0.7,53.3,0.6,51,13.5,5.5,0
2020,99.2,Luke Kornet,BOS,7,31,72,13,3.4,2.2,0.8,0.1,1.0,0.2,51.1,0.5,71,13.5,8.7,0
2020,99.2,Paul Reed,PHI,1,26,72,17,3.4,2.3,0.5,0.4,0.5,0.5,54.0,0.0,0.05,20.8,13.2,0
2020,99.2,Meyers Leonard,MIA,6,3,72,2,3.3,2.3,0.7,0.0,0.0,0.7,63.5,1.0,48,15.2,6.7,0
2020,99.2,Quinn Cook,CLE,13,23,72,13,3.3,0.7,0.8,0.2,0.0,0.3,53.1,0.5,34,20.4,9.8,0
2020,99.2,Zeke Nnaji,DEN,3,42,72,30,3.2,1.5,0.2,0.2,0.1,0.2,61.5,0.6,23,12.6,7.4,0
2020,99.2,Amir Coffey,LAC,3,44,72,32,3.2,1.0,0.5,0.2,0.0,0.3,58.5,0.5,53,14.5,7.0,0
2020,99.2,Killian Tillie,MEM,9,18,72,11,3.2,1.3,0.4,0.3,0.4,0.1,46.1,0.6,68,14.8,4.7,0
2020,99.2,Mamadi Diakite,MIL,3,14,72,7,3.1,2.4,0.6,0.4,0.4,0.2,47.7,0.1,66,14.2,8.1,0
2020,99.2,Alfonzo McKinnie,LAL,5,39,72,22,3.1,1.4,0.2,0.2,0.0,0.1,60.4,0.4,39,16.4,10.0,0
2020,99.2,Romeo Langford,BOS,7,18,72,9,3.1,1.9,0.7,0.3,0.3,0.6,43.6,0.3,0.057999999999999996,11.1,3.0,0
2020,99.2,Ryan Arcidiacono,CHI,11,44,72,20,3.1,1.5,1.3,0.2,0.0,0.2,54.1,0.6,49,12.8,7.8,0
2020,99.2,Matt Thomas,UTA,1,45,72,27,3.1,1.0,0.4,0.1,0.0,0.3,52.2,0.6,25,18.7,7.1,0
2020,99.2,Anthony Gill,WAS,8,26,72,11,3.1,2.0,0.4,0.4,0.2,0.3,59.7,0.3,0.037000000000000005,14.3,8.9,0
2020,99.2,Jahmi'us Ramsey,SAC,11,13,72,5,3.1,0.8,0.5,0.3,0.1,0.2,49.8,0.4,0.037000000000000005,18.3,6.3,0
2020,99.2,Gary Clark,PHI,1,39,72,12,3.1,2.9,0.8,0.3,0.2,0.4,43.6,0.8,0.044000000000000004,9.7,4.4,0
2020,99.2,Cameron Reynolds,HOU,15,5,72,3,3.0,1.0,0.4,0.0,0.0,0.0,41.7,0.6,0.026000000000000002,18.2,4.2,0
2020,99.2,Reggie Perry,BKN,2,26,72,18,3.0,2.8,0.5,0.2,0.2,0.6,46.6,0.2,0.018000000000000002,19.0,6.4,0
2020,99.2,Nicolo Melli,DAL,5,45,72,26,3.0,2.7,1.0,0.3,0.1,0.3,44.1,0.5,0.055999999999999994,12.3,6.4,0
2020,99.2,Sam Merrill,MIL,3,30,72,18,3.0,1.0,0.7,0.3,0.0,0.3,60.3,0.7,25,14.6,8.4,0
2020,99.2,Trent Forrest,UTA,1,30,72,22,2.9,1.5,1.5,0.3,0.1,0.7,55.4,0.2,0.013999999999999999,14.4,7.8,0
2020,99.2,Thanasis Antetokounmpo,MIL,3,57,72,37,2.9,2.2,0.8,0.4,0.2,0.8,52.3,0.1,48,14.7,5.5,0
2020,99.2,Harry Giles III,POR,5,38,72,23,2.8,3.5,0.8,0.2,0.3,0.5,49.6,0.2,0.026000000000000002,15.4,9.5,0
2020,99.2,Markus Howard,DEN,3,37,72,24,2.8,0.6,0.5,0.1,0.0,0.5,47.7,0.5,0.018000000000000002,25.0,4.6,0
2020,99.2,Bruno Caboclo,HOU,15,6,72,1,2.8,2.3,0.2,0.0,0.3,0.7,47.5,0.0,51,23.2,11.3,0
2020,99.2,Kyle Guy,SAC,11,31,72,11,2.8,1.1,1.0,0.2,0.0,0.4,44.9,0.4,21,18.5,6.2,0
2020,99.2,Matthew Dellavedova,CLE,13,13,72,4,2.8,1.8,4.5,0.3,0.1,0.5,31.2,0.3,45,12.5,5.2,0
2020,99.2,Frank Ntilikina,NYK,4,33,72,23,2.7,0.9,0.6,0.5,0.1,0.3,51.2,0.7,51,13.4,3.6,0
2020,99.2,Didi Louzada,NOP,11,3,72,0,2.7,1.0,1.0,0.7,0.0,1.0,30.8,0.7,61,11.4,-1.2,0
2020,99.2,Keita Bates-Diop,SAS,10,30,72,13,2.6,1.6,0.4,0.4,0.2,0.2,51.8,0.2,0.022000000000000002,14.4,8.8,0
2020,99.2,Amida Brimah,IND,8,5,72,2,2.6,1.6,0.2,0.0,1.0,0.8,69.7,0.0,71,17.6,11.1,0
2020,99.2,Anderson Varejao,CLE,13,5,72,1,2.6,4.0,0.6,0.0,0.4,0.2,32.6,0.0,-6,22.8,9.0,0
2020,99.2,Josh Green,DAL,5,39,72,20,2.6,2.0,0.7,0.4,0.1,0.4,49.0,0.1,0.054000000000000006,11.2,5.7,0
2020,99.2,Grant Riller,CHA,10,7,72,2,2.6,0.1,0.4,0.1,0.0,0.1,75.0,0.3,21,22.0,21.1,0
2020,99.2,Tre Jones,SAS,10,37,72,15,2.5,0.6,1.1,0.2,0.0,0.4,54.4,0.1,0.018000000000000002,15.9,8.4,0
2020,99.2,Gary Payton II,GSW,8,10,72,7,2.5,1.1,0.1,0.6,0.1,0.1,84.7,0.2,25,15.3,16.4,0
2020,99.2,Jordan Bell,GSW,8,6,72,3,2.5,4.0,1.2,0.5,0.8,0.7,32.8,0.0,32,14.0,6.8,0
2020,99.2,KZ Okpala,MIA,6,37,72,22,2.5,1.8,0.5,0.3,0.3,0.4,44.8,0.3,39,11.5,2.4,0
2020,99.2,Tacko Fall,BOS,7,19,72,13,2.5,2.7,0.2,0.1,1.1,0.3,66.0,0.0,0.027999999999999997,12.7,10.2,0
2020,99.2,Rondae Hollis-Jefferson,POR,5,11,72,6,2.5,2.4,1.2,0.2,0.4,0.2,53.9,0.0,23,10.5,7.4,0
2020,99.2,Jeremiah Martin,CLE,13,9,72,0,2.4,0.8,0.4,0.6,0.2,0.7,31.3,0.3,8,22.0,1.0,0
2020,99.2,Mfiondu Kabengele,CLE,13,39,72,20,2.4,1.5,0.4,0.2,0.3,0.4,48.6,0.3,0.03,16.8,6.5,0
2020,99.2,Rayjon Tucker,PHI,1,14,72,8,2.4,0.8,0.4,0.1,0.0,0.3,64.5,0.1,0.03,17.6,11.9,0
2020,99.2,Vernon Carey Jr.,CHA,10,19,72,9,2.4,1.4,0.1,0.1,0.3,0.3,56.3,0.1,0.022000000000000002,17.8,7.9,0
2020,99.2,Wes Iwundu,NOP,11,41,72,17,2.4,2.2,0.4,0.4,0.1,0.5,42.8,0.1,0.040999999999999995,10.3,3.5,0
2020,99.2,Justin Robinson,OKC,14,9,72,0,2.3,0.8,1.0,0.3,0.0,0.2,45.3,0.4,2,11.1,3.3,0
2020,99.2,Quinndary Weatherspoon,SAS,10,20,72,8,2.3,0.6,0.4,0.4,0.1,0.5,54.7,0.1,0.006999999999999999,18.0,4.6,0
2020,99.2,Jarrell Brantley,UTA,1,28,72,23,2.3,1.0,0.5,0.3,0.1,0.3,60.5,0.4,0.013000000000000001,18.2,9.6,0
2020,99.2,CJ Elleby,POR,5,30,72,19,2.3,1.1,0.3,0.2,0.1,0.2,46.8,0.2,0.026000000000000002,16.0,4.7,0
2020,99.2,Sean McDermott,MEM,9,18,72,10,2.2,1.1,0.2,0.1,0.2,0.2,53.4,0.3,0.036000000000000004,10.1,5.2,0
2020,99.2,Bol Bol,DEN,3,32,72,21,2.2,0.8,0.2,0.1,0.3,0.4,53.4,0.3,2,19.1,5.7,0
2020,99.2,Shaquille Harrison,DEN,3,34,72,27,2.1,1.4,0.7,0.5,0.1,0.3,41.6,0.1,0.037000000000000005,12.4,4.7,0
2020,99.2,Chris Silva,SAC,11,15,72,8,2.1,1.8,0.4,0.1,0.4,0.7,70.8,0.1,38,15.1,6.4,0
2020,99.2,Devon Dotson,CHI,11,11,72,4,2.1,0.5,0.6,0.4,0.0,0.0,54.8,0.1,49,16.0,16.6,0
2020,99.2,Ed Davis,MIN,13,23,72,5,2.1,5.0,0.9,0.6,0.6,0.3,48.7,0.0,0.044000000000000004,7.8,7.9,0
2020,99.2,Vlatko Cancar,DEN,3,41,72,28,2.1,1.2,0.3,0.3,0.0,0.3,54.7,0.2,0.013999999999999999,13.2,6.9,0
2020,99.2,Deividas Sirvydis,DET,15,20,72,8,2.1,1.5,0.3,0.1,0.0,0.3,48.1,0.5,0.027000000000000003,15.0,7.0,0
2020,99.2,Jontay Porter,MEM,9,11,72,7,2.0,1.3,0.1,0.3,0.1,0.6,64.0,0.3,0.040999999999999995,18.2,6.7,0
2020,99.2,Ray Spalding,HOU,15,2,72,0,2.0,2.0,0.0,0.0,1.0,1.5,41.0,0.0,42,15.7,-2.6,0
2020,99.2,Jalen Smith,PHX,2,27,72,19,2.0,1.4,0.1,0.0,0.1,0.3,49.9,0.1,0.018000000000000002,16.1,5.9,0
2020,99.2,Nate Hinton,DAL,5,21,72,11,2.0,0.4,0.4,0.3,0.1,0.2,44.2,0.2,0.006999999999999999,21.7,6.6,0
2020,99.2,Sindarius Thornwell,ORL,14,21,72,7,2.0,0.9,1.0,0.6,0.1,0.3,41.4,0.3,49,11.0,4.3,0
2020,99.2,Devontae Cacok,LAL,5,20,72,8,2.0,1.6,0.1,0.3,0.2,0.3,57.6,0.0,33,15.4,11.4,0
2020,99.2,Isaac Bonga,WAS,8,40,72,16,2.0,1.7,0.6,0.3,0.2,0.6,46.1,0.3,0.057999999999999996,10.1,2.2,0
2020,99.2,Miye Oni,UTA,1,54,72,45,1.9,1.6,0.5,0.2,0.1,0.3,51.7,0.6,61,9.5,4.0,0
2020,99.2,Alen Smailagic,GSW,8,15,72,10,1.9,1.1,0.3,0.2,0.3,0.3,47.2,0.3,0.013000000000000001,16.5,4.3,0
2020,99.2,Cassius Winston,WAS,8,22,72,10,1.9,0.4,0.5,0.1,0.0,0.2,57.5,0.4,8,18.2,7.9,0
2020,99.2,Daniel Oturu,LAC,3,30,72,21,1.8,1.6,0.3,0.1,0.2,0.3,47.1,0.0,0.027999999999999997,17.4,7.3,0
2020,99.2,Axel Toupane,MIL,3,8,72,2,1.8,0.8,0.5,0.3,0.4,0.0,49.7,0.1,55,9.2,6.0,0
2020,99.2,Elijah Hughes,UTA,1,18,72,14,1.7,0.5,0.3,0.1,0.1,0.3,48.8,0.4,0.0,24.2,7.1,0
2020,99.2,T.J. Leaf,POR,5,7,72,6,1.7,0.7,0.1,0.3,0.1,0.3,55.1,0.0,17,13.8,8.4,0
2020,99.2,James Nunnally,NOP,11,9,72,3,1.7,1.0,0.3,0.0,0.0,0.2,54.0,0.4,0.027000000000000003,12.9,7.5,0
2020,99.2,Tim Frazier,MEM,9,5,72,5,1.6,1.6,3.2,0.4,0.2,0.8,17.7,0.0,0.11599999999999999,17.8,1.2,0
2020,99.2,Anthony Tolliver,PHI,1,11,72,7,1.5,0.9,0.2,0.3,0.2,0.3,43.3,0.4,77,9.0,2.2,0
2020,99.2,Bruno Fernando,ATL,4,33,72,20,1.5,2.4,0.3,0.1,0.1,0.6,47.5,0.0,33,13.3,6.9,0
2020,99.2,Norvel Pelle,NYK,4,13,72,8,1.5,1.5,0.2,0.1,0.7,0.2,56.7,0.0,39,10.6,5.3,0
2020,99.2,Robert Woodard II,SAC,11,13,72,3,1.5,1.2,0.2,0.0,0.2,0.1,42.5,0.1,21,21.0,7.9,0
2020,99.2,Cassius Stanley,IND,8,24,72,10,1.5,0.8,0.0,0.0,0.1,0.0,38.3,0.1,0.037000000000000005,19.8,2.7,0
2020,99.2,Rodions Kurucs,MIL,3,21,72,10,1.5,1.1,0.5,0.4,0.2,0.6,45.9,0.3,33,14.5,4.4,0
2020,99.2,Nate Darling,CHA,10,7,72,3,1.3,0.1,0.1,0.0,0.1,0.1,54.1,0.3,-2,13.3,4.8,0
2020,99.2,Cristiano Felicio,CHI,11,18,72,6,1.3,1.4,0.5,0.2,0.0,0.2,57.4,0.0,42,11.7,11.2,0
2020,99.2,Jalen Lecque,IND,8,4,72,2,1.3,1.3,0.5,0.0,0.0,0.0,24.2,0.0,0.026000000000000002,26.3,12.0,0
2020,99.2,Kris Dunn,ATL,4,4,72,1,1.3,1.5,0.5,0.5,0.5,0.8,18.2,0.0,0.01,15.7,-6.0,0
2020,99.2,Juwan Morgan,UTA,1,29,72,24,1.2,1.0,0.3,0.1,0.0,0.1,52.9,0.1,-5,10.2,4.4,0
2020,99.2,Andre Roberson,BKN,2,5,72,4,1.2,3.0,0.8,0.6,0.2,0.4,20.2,0.2,8,11.7,2.3,0
2020,99.2,Marques Bolden,CLE,13,6,72,2,1.2,1.0,0.0,0.3,0.3,0.3,53.7,0.0,73,13.6,11.5,0
2020,99.2,Karim Mane,ORL,14,10,72,2,1.1,1.4,0.4,0.0,0.2,0.3,36.2,0.1,24,8.5,1.7,0
2020,99.2,Adam Mokoka,CHI,11,14,72,3,1.1,0.4,0.4,0.1,0.1,0.4,38.6,0.1,38,17.1,2.5,0
2020,99.2,Udoka Azubuike,UTA,1,15,72,13,1.1,0.9,0.0,0.1,0.3,0.2,59.7,0.0,-4,11.9,5.4,0
2020,99.2,Iman Shumpert,BKN,2,2,72,1,1.0,0.5,0.0,0.5,0.0,0.5,25.0,0.0,0.04,18.5,-1.1,0
2020,99.2,Malik Fitts,LAC,3,3,72,3,1.0,1.0,0.0,0.0,0.0,0.0,50.0,0.3,0.006999999999999999,12.0,2.9,0
2020,99.2,Patrick McCaw,TOR,12,5,72,2,1.0,0.6,0.8,0.4,0.0,0.0,107.8,0.0,-0.03,2.6,5.7,0
2020,99.2,Tyler Bey,DAL,5,18,72,11,1.0,1.1,0.2,0.0,0.1,0.2,37.2,0.1,0.01,14.3,3.8,0
2020,99.2,Tyrell Terry,DAL,5,11,72,2,1.0,0.5,0.5,0.5,0.0,0.2,31.8,0.0,51,13.5,6.7,0
2020,99.2,Nick Richards,CHA,10,18,72,9,0.8,0.6,0.1,0.0,0.0,0.2,54.2,0.0,17,11.1,3.3,0
2020,99.2,Kostas Antetokounmpo,LAL,5,15,72,6,0.8,1.3,0.1,0.1,0.3,0.7,38.2,0.0,46,17.2,0.5,0
2020,99.2,Vincent Poirier,PHI,1,10,72,8,0.8,1.4,0.2,0.0,0.3,0.4,27.3,0.0,19,19.4,-2.0,0
2020,99.2,Keljin Blevins,POR,5,17,72,11,0.7,0.6,0.2,0.1,0.0,0.3,30.0,0.1,19,12.6,-0.5,0
2020,99.2,Ty-Shon Alexander,PHX,2,15,72,11,0.6,0.7,0.4,0.0,0.1,0.2,34.9,0.1,0.013000000000000001,14.3,5.2,0
2020,99.2,Brian Bowen II,IND,8,6,72,1,0.5,0.5,0.0,0.0,0.0,0.0,33.8,0.0,0.026000000000000002,9.8,4.5,0
2020,99.2,Jared Dudley,LAL,5,12,72,7,0.5,1.8,0.4,0.1,0.1,0.2,33.3,0.2,42,5.6,5.5,0
2020,99.2,Jared Harper,NYK,4,8,72,5,0.4,0.3,0.1,0.0,0.0,0.4,26.0,0.0,19,20.0,-5.2,0
2020,99.2,Jaylen Adams,MIL,3,7,72,5,0.3,0.4,0.3,0.0,0.0,0.0,12.5,0.0,16,17.8,-1.7,0
2020,99.2,Terrance Ferguson,PHI,1,13,72,10,0.2,0.1,0.2,0.1,0.0,0.3,14.3,0.0,16,9.4,-6.5,0
2020,99.2,Theo Pinson,NYK,4,17,72,9,0.1,0.3,0.1,0.0,0.0,0.1,11.1,0.0,0.013999999999999999,11.8,-4.0,0
2020,99.2,Anzejs Pasecniks,WAS,8,1,72,1,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,-71,37.5,-26.0,0
2020,99.2,Ashton Hagans,MIN,13,2,72,0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.028999999999999998,8.3,-25.0,0
2020,99.2,Greg Whittington,DEN,3,4,72,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,10.3,-7.1,0
2020,99.2,Noah Vonleh,BKN,2,4,72,3,0.0,0.3,0.3,0.0,0.0,0.5,0.0,0.0,-21,21.7,-9.4,0
2020,99.2,Will Magnay,NOP,11,1,72,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-63,20.0,-17.1,0
