Year,Avg. Pace,PLAYER,TEAM,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,TS%,3PM,DEFWS,USG%,PIE,MVP,Prior MVPs,DPOY
2002,91.0,Tim Duncan,SAS,1,81,82,60,23.3,12.9,3.9,0.7,2.9,3.1,56.4,0.1,0.17300000000000001,27.6,20.6,1,1,0
2002,91.0,Chris Webber,SAC,3,67,82,49,23.0,10.5,5.4,1.6,1.3,3.2,48.5,0.1,157,30.0,14.7,0,0,0
2002,91.0,Kevin Garnett,MIN,4,82,82,51,23.0,13.4,6.0,1.4,1.6,2.8,55.3,0.2,125,25.8,19.7,0,0,0
2002,91.0,Ray Allen,SEA,10,76,82,42,22.5,5.0,4.4,1.4,0.2,2.6,56.5,2.6,77,27.5,13.6,0,0,0
2002,91.0,Allan Houston,NYK,9,82,82,37,22.5,2.8,2.7,0.7,0.1,2.2,56.3,2.2,73,26.2,11.0,0,0,0
2002,91.0,Stephon Marbury,PHX,8,81,82,44,22.3,3.2,8.1,1.3,0.2,3.2,52.0,1.1,0.11,27.3,13.6,0,0,0
2002,91.0,Antawn Jamison,GSW,11,82,82,38,22.2,7.0,1.9,0.9,0.5,2.2,54.2,0.8,23,24.1,11.6,0,0,0
2002,91.0,Jalen Rose,CHI,12,82,82,30,22.1,4.3,4.8,0.9,0.3,3.5,50.8,1.6,68,27.0,9.8,0,0,0
2002,91.0,Jamal Mashburn,NOH,5,82,82,47,21.6,6.1,5.6,1.0,0.2,2.8,50.7,1.5,127,26.5,13.7,0,0,0
2002,91.0,Jerry Stackhouse,WAS,9,70,82,31,21.5,3.7,4.5,0.9,0.4,2.8,52.8,1.0,106,27.2,12.2,0,0,0
2002,91.0,Shawn Marion,PHX,8,81,82,43,21.2,9.5,2.4,2.3,1.2,1.9,53.8,1.7,0.12,22.7,15.1,0,0,0
2002,91.0,Steve Francis,HOU,9,81,82,42,21.0,6.2,6.2,1.7,0.5,3.7,54.1,1.0,0.13,25.7,13.7,0,0,0
2002,91.0,Glenn Robinson,ATL,11,69,82,26,20.8,6.6,3.0,1.3,0.4,3.6,51.9,1.3,62,28.0,11.3,0,0,0
2002,91.0,Jermaine O'Neal,IND,3,77,82,44,20.8,10.3,2.0,0.9,2.3,2.3,53.9,0.1,0.12300000000000001,26.2,15.1,0,0,0
2002,91.0,Ricky Davis,CLE,15,79,82,16,20.6,4.9,5.5,1.6,0.5,3.5,48.5,0.9,66,26.5,10.9,0,0,0
2002,91.0,Karl Malone,UTA,7,81,82,47,20.6,7.8,4.7,1.7,0.4,2.6,53.4,0.0,85,27.2,16.4,0,0,0
2002,91.0,Vince Carter,TOR,14,43,82,18,20.6,4.4,3.3,1.1,1.0,1.7,53.2,1.0,76,27.4,13.0,0,0,0
2002,91.0,Gary Payton,MIL,7,80,82,37,20.4,4.2,8.3,1.7,0.3,2.3,50.4,0.7,67,25.6,14.0,0,0,0
2002,91.0,Antoine Walker,BOS,6,78,82,42,20.1,7.2,4.8,1.5,0.4,3.3,46.7,2.4,0.12300000000000001,27.5,10.5,0,0,0
2002,91.0,Michael Jordan,WAS,9,82,82,37,20.0,6.1,3.8,1.5,0.5,2.1,49.1,0.2,95,28.4,13.9,0,5,0
2002,91.0,Shareef Abdur-Rahim,ATL,11,81,82,35,19.9,8.4,3.0,1.1,0.5,2.6,56.6,0.3,0.07200000000000001,24.2,13.8,0,0,0
2002,91.0,Sam Cassell,MIL,7,78,82,40,19.7,4.4,5.8,1.1,0.2,2.3,56.5,0.8,0.02,25.8,14.1,0,0,0
2002,91.0,Richard Hamilton,DET,1,82,82,50,19.7,3.9,2.5,0.8,0.2,2.4,53.1,0.4,126,30.8,12.1,0,0,0
2002,91.0,Michael Finley,DAL,1,69,82,53,19.3,5.8,3.0,1.1,0.3,1.7,51.4,1.7,141,23.9,11.4,0,0,0
2002,91.0,Peja Stojakovic,SAC,3,72,82,51,19.2,5.5,2.0,1.0,0.1,1.4,60.0,2.2,134,21.8,12.8,0,0,0
2002,91.0,Pau Gasol,MEM,12,82,82,28,19.0,8.8,2.8,0.4,1.8,2.6,57.0,0.0,35,23.6,13.0,0,0,0
2002,91.0,Jason Kidd,NJN,2,80,82,48,18.7,6.3,8.9,2.2,0.3,3.7,52.6,1.6,0.16699999999999998,24.8,17.4,0,0,0
2002,91.0,Eddie Jones,MIA,13,47,82,17,18.5,4.8,3.7,1.4,0.7,1.8,55.1,2.1,121,22.5,13.7,0,0,0
2002,91.0,Elton Brand,LAC,13,62,82,22,18.5,11.3,2.5,1.1,2.5,2.6,54.3,0.0,81,22.0,14.1,0,0,0
2002,91.0,Juwan Howard,DEN,14,77,82,16,18.4,7.6,3.0,1.0,0.4,2.5,50.1,0.0,0.08900000000000001,25.9,13.5,0,0,0
2002,91.0,Gilbert Arenas,GSW,11,82,82,38,18.3,4.7,6.3,1.5,0.2,3.5,54.0,1.3,0.026000000000000002,24.2,11.6,0,0,0
2002,91.0,Rashard Lewis,SEA,10,77,82,37,18.1,6.5,1.7,1.3,0.5,1.9,53.7,1.0,0.07400000000000001,21.9,10.8,0,0,0
2002,91.0,Rasheed Wallace,POR,5,74,82,44,18.1,7.4,2.1,0.9,1.0,1.9,55.2,1.5,127,23.1,12.5,0,0,0
2002,91.0,Steve Nash,DAL,1,82,82,60,17.8,2.9,7.3,1.0,0.1,2.3,57.6,1.4,96,23.6,14.6,0,0,0
2002,91.0,Matt Harpring,UTA,7,78,82,44,17.6,6.6,1.7,0.9,0.2,2.1,58.8,0.8,105,23.3,13.1,0,0,0
2002,91.0,Wally Szczerbiak,MIN,4,52,82,35,17.6,4.6,2.6,0.8,0.4,1.7,56.7,1.2,78,21.6,10.7,0,0,0
2002,91.0,Cuttino Mobley,HOU,9,73,82,39,17.5,4.2,2.8,1.3,0.5,2.3,53.7,1.5,131,20.0,9.4,0,0,0
2002,91.0,Jason Terry,ATL,11,81,82,34,17.2,3.4,7.4,1.6,0.2,3.1,54.9,2.0,87,22.0,12.7,0,0,0
2002,91.0,Zydrunas Ilgauskas,CLE,15,81,82,17,17.2,7.5,1.6,0.7,1.9,2.6,51.6,0.0,62,27.8,11.6,0,0,0
2002,91.0,Baron Davis,NOH,5,50,82,28,17.1,3.7,6.4,1.8,0.4,2.8,50.0,2.0,139,24.0,11.4,0,0,0
2002,91.0,Corey Maggette,LAC,13,64,82,18,16.8,5.0,1.9,0.9,0.3,2.3,56.4,1.0,48,24.0,10.7,0,0,0
2002,91.0,David Wesley,NOH,5,73,82,43,16.7,2.4,3.4,1.5,0.1,1.8,53.3,1.8,114,21.0,9.3,0,0,0
2002,91.0,Kenyon Martin,NJN,2,77,82,46,16.7,8.3,2.4,1.3,0.9,2.5,51.1,0.1,157,24.6,11.9,0,0,0
2002,91.0,Latrell Sprewell,NYK,9,74,82,36,16.4,3.9,4.5,1.4,0.3,2.3,49.7,1.8,63,22.5,9.5,0,0,0
2002,91.0,Chauncey Billups,DET,1,74,82,45,16.2,3.7,3.9,0.9,0.2,1.8,58.2,2.0,115,23.7,14.8,0,0,0
2002,91.0,Mike Bibby,SAC,3,55,82,38,15.9,2.7,5.2,1.3,0.1,2.3,55.9,1.0,132,21.5,11.1,0,0,0
2002,91.0,Keith Van Horn,PHI,3,74,82,45,15.9,7.1,1.3,0.9,0.4,2.0,55.6,0.9,98,23.0,11.0,0,0,0
2002,91.0,Jason Richardson,GSW,11,82,82,38,15.6,4.6,3.0,1.1,0.3,2.2,50.1,1.5,0.011000000000000001,22.5,8.6,0,0,0
2002,91.0,Mike Miller,MEM,12,65,82,28,15.6,5.2,2.6,0.6,0.3,1.9,53.7,1.7,0.08199999999999999,21.6,10.1,0,0,0
2002,91.0,Richard Jefferson,NJN,2,80,82,48,15.5,6.4,2.5,1.0,0.6,2.0,56.3,0.1,0.16399999999999998,19.5,11.9,0,0,0
2002,91.0,Ron Artest,IND,3,69,82,43,15.5,5.2,2.9,2.3,0.7,2.1,52.9,1.0,0.14,22.0,10.8,0,0,0
2002,91.0,Tony Parker,SAS,1,82,82,60,15.5,2.6,5.3,0.9,0.0,2.4,54.2,1.0,147,22.5,11.5,0,0,0
2002,91.0,Caron Butler,MIA,13,78,82,24,15.4,5.1,2.7,1.8,0.4,2.5,50.2,0.4,92,22.4,10.1,0,0,0
2002,91.0,Bonzi Wells,POR,5,75,82,44,15.2,5.3,3.3,1.6,0.2,2.9,50.5,0.5,0.10400000000000001,25.4,10.2,0,0,0
2002,91.0,Bobby Jackson,SAC,3,59,82,45,15.2,3.7,3.1,1.2,0.1,1.8,56.1,1.5,125,23.4,13.0,0,0,0
2002,91.0,Michael Redd,MIL,7,82,82,42,15.1,4.5,1.4,1.2,0.2,0.9,59.0,2.2,42,21.8,12.9,0,0,0
2002,91.0,Lamar Odom,LAC,13,49,82,15,14.6,6.7,3.6,0.9,0.8,2.9,51.9,0.9,0.027999999999999997,21.9,10.1,0,0,0
2002,91.0,Grant Hill,ORL,7,29,82,14,14.5,7.1,4.2,1.0,0.4,2.9,56.8,0.0,61,24.1,15.8,0,0,0
2002,91.0,Desmond Mason,MIL,7,80,82,37,14.3,6.5,2.0,0.8,0.4,1.4,50.2,0.3,69,20.7,10.1,0,0,0
2002,91.0,Voshon Lenard,TOR,14,63,82,21,14.3,3.4,2.3,0.9,0.3,1.6,50.2,1.5,38,22.8,8.9,0,0,0
2002,91.0,Troy Hudson,MIN,4,79,82,49,14.2,2.3,5.7,0.8,0.1,2.3,53.1,1.2,75,21.0,9.5,0,0,0
2002,91.0,Morris Peterson,TOR,14,82,82,24,14.1,4.4,2.3,1.1,0.4,1.6,48.8,1.4,71,20.0,7.7,0,0,0
2002,91.0,Kurt Thomas,NYK,9,81,82,36,14.0,7.9,2.0,1.0,1.2,1.7,51.1,0.0,69,22.2,10.9,0,0,0
2002,91.0,Antonio Davis,TOR,14,53,82,19,13.9,8.2,2.5,0.4,1.2,2.2,48.3,0.0,0.07200000000000001,21.4,9.8,0,0,0
2002,91.0,Derek Anderson,POR,5,76,82,47,13.9,3.5,4.3,1.2,0.2,1.7,55.6,1.5,113,18.9,11.1,0,0,0
2002,91.0,Andre Miller,LAC,13,80,82,27,13.6,4.0,6.7,1.2,0.1,2.6,49.5,0.3,53,19.9,10.3,0,0,0
2002,91.0,Amar'e Stoudemire,PHX,8,82,82,44,13.5,8.8,1.0,0.8,1.1,2.3,53.0,0.0,0.08800000000000001,21.1,10.2,0,0,0
2002,91.0,Yao Ming,HOU,9,82,82,43,13.5,8.2,1.7,0.4,1.8,2.1,57.0,0.0,86,22.0,14.1,0,0,0
2002,91.0,Dajuan Wagner,CLE,15,47,82,8,13.4,1.7,2.8,0.8,0.1,1.8,46.6,1.2,0.040999999999999995,23.5,6.0,0,0,0
2002,91.0,Donyell Marshall,CHI,12,78,82,28,13.4,9.0,1.8,1.2,1.1,1.7,51.3,0.4,66,21.1,12.8,0,0,0
2002,91.0,Tim Thomas,MIL,7,80,82,40,13.3,4.9,1.3,0.9,0.6,1.7,52.7,1.2,0.04,22.1,8.1,0,0,0
2002,91.0,Alvin Williams,TOR,14,78,82,24,13.2,3.1,5.3,1.4,0.3,1.6,50.8,0.6,0.044000000000000004,19.3,11.0,0,0,0
2002,91.0,Brad Miller,IND,3,73,82,42,13.1,8.3,2.6,0.9,0.6,1.6,57.9,0.1,0.11900000000000001,18.4,13.8,0,0,0
2002,91.0,Kerry Kittles,NJN,2,65,82,35,13.0,3.9,2.6,1.6,0.5,0.8,55.0,1.2,133,18.8,12.8,0,0,0
2002,91.0,Eric Snow,PHI,3,82,82,48,12.9,3.7,6.6,1.6,0.1,2.4,54.6,0.1,0.12300000000000001,16.5,11.1,0,0,0
2002,91.0,Larry Hughes,WAS,9,67,82,29,12.8,4.6,3.1,1.3,0.4,2.0,52.1,0.4,0.09,20.5,10.6,0,0,0
2002,91.0,Reggie Miller,IND,3,70,82,38,12.6,2.5,2.4,0.9,0.1,0.9,59.7,1.6,0.10800000000000001,16.5,11.0,0,0,0
2002,91.0,Drew Gooden,ORL,7,70,82,25,12.5,6.5,1.2,0.8,0.5,2.1,50.3,0.2,34,24.1,9.3,0,0,0
2002,91.0,Nick Van Exel,DAL,1,73,82,52,12.5,2.8,4.3,0.6,0.1,1.7,50.9,1.6,0.057999999999999996,22.6,10.3,0,0,0
2002,91.0,Gordan Giricek,ORL,7,76,82,30,12.3,3.1,1.8,0.7,0.1,1.9,52.9,1.1,48,20.8,7.8,0,0,0
2002,91.0,Michael Olowokandi,LAC,13,36,82,13,12.3,9.1,1.3,0.5,2.2,2.7,45.7,0.0,0.11900000000000001,19.3,8.7,0,0,0
2002,91.0,Clifford Robinson,DET,1,81,82,50,12.2,3.9,3.3,1.1,1.1,2.0,47.7,1.1,0.12300000000000001,20.2,7.4,0,0,0
2002,91.0,Al Harrington,IND,3,82,82,48,12.2,6.2,1.5,0.9,0.4,2.0,49.3,0.2,0.10800000000000001,21.5,8.5,0,0,0
2002,91.0,Jason Williams,MEM,12,76,82,24,12.1,2.8,8.3,1.2,0.1,2.2,50.1,1.9,17,19.7,11.2,0,0,0
2002,91.0,Andrei Kirilenko,UTA,7,80,82,46,12.0,5.3,1.7,1.5,2.2,1.7,59.8,0.5,0.08900000000000001,18.9,14.5,0,0,0
2002,91.0,Corliss Williamson,DET,1,82,82,50,12.0,4.4,1.3,0.5,0.3,1.5,51.5,0.0,121,24.5,9.8,0,0,0
2002,91.0,Stephen Jackson,SAS,1,80,82,59,11.8,3.6,2.3,1.6,0.4,2.2,52.6,1.2,96,21.6,9.1,0,0,0
2002,91.0,Marcus Fizer,CHI,12,38,82,15,11.7,5.7,1.3,0.4,0.4,1.5,50.3,0.0,0.057999999999999996,27.3,12.6,0,0,0
2002,91.0,Troy Murphy,GSW,11,79,82,37,11.7,10.2,1.3,0.8,0.4,1.4,52.6,0.0,0.027999999999999997,16.4,11.3,0,0,0
2002,91.0,Toni Kukoc,MIL,7,63,82,36,11.6,4.2,3.7,1.3,0.5,1.9,55.1,1.5,0.08199999999999999,21.0,12.0,0,0,0
2002,91.0,Lorenzen Wright,MEM,12,70,82,21,11.4,7.5,1.1,0.7,0.8,1.6,48.9,0.0,0.037000000000000005,20.8,9.0,0,0,0
2002,91.0,Rasho Nesterovic,MIN,4,77,82,47,11.2,6.5,1.5,0.5,1.5,1.3,53.6,0.0,0.08800000000000001,17.4,9.2,0,0,0
2002,91.0,Wesley Person,MEM,12,66,82,23,11.0,2.9,1.7,0.6,0.3,0.8,56.5,1.5,48,16.0,8.6,0,0,0
2002,91.0,John Stockton,UTA,7,82,82,47,10.8,2.5,7.7,1.7,0.2,2.2,57.7,0.4,84,18.5,15.4,0,0,0
2002,91.0,Scottie Pippen,POR,5,64,82,41,10.8,4.3,4.5,1.6,0.4,2.6,52.0,0.6,115,19.5,10.8,0,0,0
2002,91.0,James Posey,HOU,9,83,82,35,10.8,5.1,2.2,1.3,0.2,1.7,51.9,0.8,95,17.7,10.2,0,0,0
2002,91.0,Jamal Crawford,CHI,12,80,82,28,10.7,2.3,4.2,1.0,0.3,1.7,49.6,1.1,0.07400000000000001,21.9,11.1,0,0,0
2002,91.0,Pat Garrity,ORL,7,81,82,42,10.7,3.8,1.5,0.8,0.2,1.0,55.1,2.0,64,14.8,6.3,0,0,0
2002,91.0,P.J. Brown,NOH,5,78,82,45,10.7,9.0,1.9,0.9,1.0,1.3,59.2,0.0,92,13.9,12.8,0,0,0
2002,91.0,Anfernee Hardaway,PHX,8,58,82,34,10.6,4.4,4.1,1.1,0.4,2.5,49.9,0.4,106,19.0,9.5,0,0,0
2002,91.0,Derek Fisher,LAL,5,82,82,50,10.5,2.9,3.6,1.1,0.2,1.1,52.0,1.0,79,14.3,7.8,0,0,0
2002,91.0,Nene,DEN,14,80,82,17,10.5,6.1,1.9,1.6,0.8,2.3,54.5,0.0,107,19.0,10.2,0,0,0
2002,91.0,Eddy Curry,CHI,12,81,82,30,10.5,4.4,0.5,0.2,0.8,1.7,60.7,0.0,38,23.4,10.0,0,0,0
2002,91.0,Malik Rose,SAS,1,79,82,57,10.4,6.4,1.6,0.7,0.5,2.2,53.8,0.0,106,21.8,11.8,0,0,0
2002,91.0,Lucious Harris,NJN,2,77,82,46,10.3,3.0,2.0,0.7,0.1,0.9,49.4,0.6,105,19.5,10.1,0,0,0
2002,91.0,Brent Barry,SEA,10,75,82,37,10.3,4.0,5.1,1.5,0.2,1.9,59.7,1.6,81,14.6,11.0,0,0,0
2002,91.0,Brian Grant,MIA,13,82,82,25,10.3,10.2,1.3,0.8,0.6,1.6,55.2,0.0,87,15.8,12.5,0,0,0
2002,91.0,Jamaal Magloire,NOH,5,82,82,47,10.3,8.8,1.1,0.6,1.4,1.9,54.1,0.0,94,17.2,10.1,0,0,0
2002,91.0,Kenny Thomas,PHI,3,66,82,37,10.1,8.0,1.7,0.9,0.4,1.8,51.7,0.0,0.1,17.0,10.6,0,0,0
2002,91.0,Vladimir Radmanovic,SEA,10,72,82,36,10.1,4.5,1.3,0.9,0.3,1.4,50.8,1.4,111,19.5,9.1,0,0,0
2002,91.0,Carlos Boozer,CLE,15,81,82,17,10.0,7.5,1.3,0.7,0.6,1.3,57.7,0.0,0.03,16.9,12.4,0,0,0
2002,91.0,Vlade Divac,SAC,3,80,82,59,9.9,7.2,3.4,1.0,1.3,1.9,51.9,0.1,133,17.1,10.3,0,0,0
2002,91.0,Jumaine Jones,CLE,15,80,82,16,9.8,5.1,1.4,0.8,0.3,1.3,52.5,1.4,0.05,16.7,9.0,0,0,0
2002,91.0,Joe Johnson,PHX,8,82,82,44,9.8,3.2,2.6,0.8,0.2,1.3,47.2,0.9,81,18.9,7.9,0,0,0
2002,91.0,Tony Delk,BOS,6,67,82,37,9.8,3.5,2.2,1.1,0.1,1.0,54.7,1.8,0.09699999999999999,16.1,9.8,0,0,0
2002,91.0,Jerome Williams,TOR,14,71,82,21,9.7,9.2,1.3,1.6,0.4,1.4,52.5,0.0,0.07200000000000001,14.6,10.7,0,0,0
2002,91.0,Dion Glover,ATL,11,76,82,32,9.7,3.7,1.9,0.9,0.2,1.4,51.2,0.7,73,19.8,8.9,0,0,0
2002,91.0,Eric Piatkowski,LAC,13,62,82,20,9.7,2.5,1.1,0.5,0.1,0.9,60.1,1.3,0.05,17.8,10.0,0,0,0
2002,91.0,Shane Battier,MEM,12,78,82,25,9.7,4.4,1.3,1.3,1.1,0.9,59.7,1.1,61,12.9,8.5,0,0,0
2002,91.0,Stromile Swift,MEM,12,67,82,26,9.7,5.7,0.7,0.8,1.6,1.5,54.2,0.0,55,21.0,11.2,0,0,0
2002,91.0,Lindsey Hunter,TOR,14,29,82,6,9.7,2.0,2.4,1.2,0.2,2.0,43.4,1.2,0.055999999999999994,25.3,6.8,0,0,0
2002,91.0,Malik Allen,MIA,13,80,82,24,9.6,5.3,0.7,0.5,1.0,1.6,45.5,0.0,78,19.5,6.1,0,0,0
2002,91.0,Jay Williams,CHI,12,75,82,26,9.5,2.6,4.7,1.1,0.2,2.3,47.2,0.9,0.04,20.6,8.2,0,0,0
2002,91.0,Derrick Coleman,PHI,3,64,82,38,9.4,7.0,1.4,0.8,1.1,1.5,52.5,0.3,127,17.2,10.6,0,0,0
2002,91.0,Predrag Drobnjak,SEA,10,82,82,40,9.4,3.9,1.0,0.6,0.5,0.8,45.9,0.4,43,20.9,7.1,0,0,0
2002,91.0,Darrell Armstrong,ORL,7,82,82,42,9.4,3.6,3.9,1.6,0.2,2.0,53.0,1.0,0.07,16.2,10.0,0,0,0
2002,91.0,Quentin Richardson,LAC,13,59,82,15,9.4,4.8,0.9,0.6,0.2,1.1,46.0,1.0,61,21.7,8.5,0,0,0
2002,91.0,Doug Christie,SAC,3,80,82,57,9.4,4.3,4.7,2.3,0.5,1.8,59.0,0.9,153,12.3,10.1,0,0,0
2002,91.0,Raef LaFrentz,DAL,1,69,82,48,9.3,4.8,0.8,0.5,1.3,0.7,57.8,0.7,64,16.5,8.0,0,0,0
2002,91.0,Darius Miles,CLE,15,67,82,15,9.2,5.4,2.6,1.0,1.0,2.7,43.5,0.0,65,18.9,6.6,0,0,0
2002,91.0,Tyson Chandler,CHI,12,75,82,28,9.2,6.9,1.0,0.5,1.4,1.8,56.5,0.0,38,18.1,9.9,0,0,0
2002,91.0,Eric Williams,BOS,6,82,82,44,9.1,4.7,1.7,1.0,0.2,1.2,53.8,0.5,106,15.3,8.1,0,0,0
2002,91.0,Howard Eisley,NYK,9,82,82,37,9.1,2.3,5.4,0.9,0.1,1.8,55.2,1.6,49,16.9,9.3,0,0,0
2002,91.0,Rodney White,DEN,14,72,82,12,9.0,3.0,1.7,0.6,0.4,2.2,46.9,0.4,0.08800000000000001,23.6,7.8,0,0,0
2002,91.0,Aaron McKie,PHI,3,80,82,47,9.0,4.4,3.5,1.6,0.1,1.4,49.7,0.5,121,15.5,10.3,0,0,0
2002,91.0,Glen Rice,HOU,9,62,82,34,9.0,2.5,1.0,0.4,0.1,0.9,56.3,1.6,69,16.2,7.7,0,0,0
2002,91.0,Rick Fox,LAL,5,76,82,48,9.0,4.3,3.3,0.9,0.2,1.6,52.3,1.4,66,15.5,8.1,0,0,0
2002,91.0,Earl Boykins,GSW,11,68,82,34,8.8,1.3,3.3,0.6,0.1,1.1,54.3,0.4,0.04,20.0,11.4,0,0,0
2002,91.0,Theo Ratliff,ATL,11,81,82,34,8.7,7.5,0.9,0.7,3.2,1.7,51.2,0.0,0.08800000000000001,15.2,8.7,0,0,0
2002,91.0,Kendall Gill,MIN,4,82,82,51,8.7,3.0,1.9,1.0,0.2,1.3,47.7,0.2,83,18.2,7.0,0,0,0
2002,91.0,Calbert Cheaney,UTA,7,81,82,47,8.6,3.5,2.0,0.8,0.2,1.3,51.4,0.1,94,15.7,6.9,0,0,0
2002,91.0,Tyronn Lue,WAS,9,75,82,34,8.6,2.0,3.5,0.6,0.0,1.0,52.3,0.8,63,16.2,8.7,0,0,0
2002,91.0,Eddie Griffin,HOU,9,77,82,41,8.6,6.0,1.1,0.7,1.4,1.0,46.2,0.8,95,19.3,10.0,0,0,0
2002,91.0,David Robinson,SAS,1,64,82,45,8.5,7.9,1.0,0.8,1.7,1.3,53.1,0.0,142,16.6,13.1,0,1,0
2002,91.0,Zach Randolph,POR,5,77,82,48,8.4,4.5,0.5,0.5,0.2,0.8,55.5,0.0,43,22.1,12.6,0,0,0
2002,91.0,Maurice Taylor,HOU,9,67,82,32,8.4,3.6,1.0,0.3,0.3,1.5,47.2,0.0,0.057999999999999996,23.3,6.6,0,0,0
2002,91.0,Shandon Anderson,NYK,9,82,82,37,8.4,3.1,1.1,0.9,0.2,1.4,55.3,0.6,0.059000000000000004,19.3,8.5,0,0,0
2002,91.0,Travis Best,MIA,13,72,82,24,8.4,2.0,3.5,0.6,0.1,1.5,47.3,0.5,0.07400000000000001,19.1,7.9,0,0,0
2002,91.0,Ruben Patterson,POR,5,78,82,48,8.3,3.4,1.3,0.9,0.4,1.5,53.0,0.0,0.07200000000000001,19.9,8.2,0,0,0
2002,91.0,Christian Laettner,WAS,9,76,82,34,8.3,6.6,3.1,1.1,0.5,1.1,54.5,0.0,0.07200000000000001,14.2,11.8,0,0,0
2002,91.0,J.R. Bremer,BOS,6,64,82,32,8.3,2.3,2.6,0.6,0.0,0.9,51.5,1.6,61,17.8,8.7,0,0,0
2002,91.0,Erick Dampier,GSW,11,82,82,38,8.2,6.6,0.7,0.3,1.9,1.4,54.3,0.0,0.018000000000000002,15.7,8.3,0,0,0
2002,91.0,Shammond Williams,DEN,14,78,82,35,8.0,2.2,3.4,1.0,0.1,1.5,50.3,1.2,94,17.2,9.3,0,0,0
2002,91.0,Donnell Harvey,DEN,14,77,82,16,7.9,5.3,1.3,0.6,0.4,1.6,48.6,0.0,0.08,20.7,10.7,0,0,0
2002,91.0,Courtney Alexander,NOH,5,66,82,36,7.9,1.8,1.2,0.5,0.1,1.0,45.9,0.3,0.08199999999999999,20.9,5.4,0,0,0
2002,91.0,Rafer Alston,TOR,14,47,82,16,7.8,2.3,4.1,0.8,0.3,1.8,51.0,1.1,51,20.1,9.4,0,0,0
2002,91.0,Mike James,MIA,13,78,82,25,7.8,1.9,3.2,0.8,0.1,1.4,46.9,0.9,86,20.2,8.2,0,0,0
2002,91.0,Jamaal Tinsley,IND,3,73,82,43,7.8,3.6,7.5,1.7,0.2,2.6,46.8,0.6,107,15.7,9.9,0,0,0
2002,91.0,Othella Harrington,NYK,9,74,82,32,7.7,6.4,0.8,0.2,0.3,1.2,56.3,0.0,0.06,14.8,8.1,0,0,0
2002,91.0,Jim Jackson,SAC,3,63,82,45,7.7,4.2,1.9,0.5,0.1,1.3,50.1,0.5,87,19.0,9.5,0,0,0
2002,91.0,Ira Newble,ATL,11,73,82,30,7.7,3.7,1.4,0.7,0.4,0.9,55.7,0.4,39,13.3,7.3,0,0,0
2002,91.0,Ron Mercer,IND,3,72,82,43,7.7,2.1,1.6,0.7,0.2,0.8,43.9,0.0,0.08199999999999999,18.5,6.4,0,0,0
2002,91.0,Anthony Peeler,MIN,4,82,82,51,7.7,2.9,3.0,0.9,0.2,1.0,49.9,1.1,63,14.2,7.3,0,0,0
2002,91.0,Marcus Camby,DEN,14,29,82,6,7.6,7.2,1.6,0.7,1.4,0.9,44.4,0.1,64,19.0,12.7,0,0,0
2002,91.0,Manu Ginobili,SAS,1,69,82,50,7.6,2.3,2.0,1.4,0.2,1.4,55.6,0.7,0.09,17.8,8.8,0,0,0
2002,91.0,Rasual Butler,MIA,13,72,82,19,7.5,2.6,1.3,0.3,0.6,1.1,43.7,0.7,0.07400000000000001,21.1,6.5,0,0,0
2002,91.0,Joe Smith,MIN,4,54,82,30,7.5,5.0,0.7,0.3,1.0,0.8,52.4,0.0,62,17.0,7.6,0,0,0
2002,91.0,Eddie House,MIA,13,55,82,10,7.5,1.8,1.6,0.8,0.0,0.8,44.7,0.7,77,22.3,8.5,0,0,0
2002,91.0,Marko Jaric,LAC,13,66,82,22,7.4,2.4,2.9,1.5,0.2,1.6,49.8,0.8,61,19.5,9.7,0,0,0
2002,91.0,Dale Davis,POR,5,78,82,48,7.4,7.2,1.2,0.7,0.9,0.9,56.6,0.0,91,11.9,9.3,0,0,0
2002,91.0,Kwame Brown,WAS,9,80,82,35,7.4,5.3,0.7,0.6,1.0,1.4,49.6,0.0,64,18.6,9.1,0,0,0
2002,91.0,Bob Sura,GSW,11,55,82,29,7.3,3.0,3.2,0.8,0.0,1.5,51.0,0.5,34,18.1,8.9,0,0,0
2002,91.0,Tony Battie,BOS,6,67,82,34,7.3,6.5,0.7,0.5,1.2,0.7,57.8,0.0,114,12.9,10.1,0,0,0
2002,91.0,Anthony Mason,MIL,7,65,82,33,7.2,6.4,3.2,0.5,0.2,1.2,52.4,0.0,0.013000000000000001,11.6,8.5,0,0,0
2002,91.0,Charlie Ward,NYK,9,66,82,31,7.2,2.7,4.6,1.2,0.2,1.4,54.0,1.5,63,16.3,11.3,0,0,0
2002,91.0,Todd MacCulloch,PHI,3,42,82,22,7.1,4.7,0.5,0.5,0.8,0.8,54.8,0.0,66,17.1,9.0,0,0,0
2002,91.0,Bruce Bowen,SAS,1,82,82,60,7.1,2.9,1.4,0.8,0.5,0.9,56.3,1.2,149,10.7,5.5,0,0,0
2002,91.0,Chucky Atkins,DET,1,65,82,42,7.1,1.5,2.7,0.4,0.1,1.2,47.5,1.3,111,18.7,6.8,0,0,0
2002,91.0,Rodney Rogers,NJN,2,68,82,42,7.0,3.9,1.6,0.7,0.5,1.3,48.3,0.6,102,19.8,8.5,0,0,0
2002,91.0,Chris Whitney,ORL,7,51,82,17,7.0,1.3,2.8,0.6,0.0,1.4,46.8,1.0,0.06,18.7,6.6,0,0,0
