Year,Avg. Pace,PLAYER,TEAM,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,AST%,AST/TO,3PM,+/-,OFFRTG,DEFRTG,DEFWS,eFG%,TS%,USG%,PIE,Prior MVPs
2020,99.2,Saddiq Bey,DET,15,70,72,19,12.2,4.5,1.4,0.7,0.2,0.9,7.7,1.58,2.5,-3.0,105.6,111.2,76,53.0,56.7,18.2,9.2,0
2020,99.2,Eric Bledsoe,NOP,11,71,72,31,12.2,3.4,3.8,0.8,0.3,1.6,17.0,2.35,1.7,-0.9,113.0,114.8,51,50.3,53.3,18.1,7.7,0
2020,99.2,Kevin Love,CLE,13,25,72,7,12.2,7.4,2.5,0.6,0.1,1.5,15.3,1.66,2.3,-2.9,107.0,113.4,0.054000000000000006,52.2,55.6,21.1,12.3,0
2020,99.2,Josh Richardson,DAL,5,59,72,35,12.1,3.3,2.6,1.0,0.4,1.3,12.3,1.94,1.5,-0.8,113.5,113.7,61,49.8,53.7,18.1,7.3,0
2020,99.2,Thaddeus Young,CHI,11,68,72,30,12.1,6.2,4.3,1.1,0.6,2.0,25.3,2.12,0.2,2.1,114.2,110.1,75,56.8,57.8,21.6,12.8,0
2020,99.2,Joe Ingles,UTA,1,67,72,47,12.1,3.6,4.7,0.7,0.2,1.7,23.8,2.72,2.7,6.8,116.7,104.9,0.13,65.2,67.2,16.2,11.2,0
2020,99.2,Jordan Poole,GSW,8,51,72,28,12.0,1.8,1.9,0.5,0.2,1.0,16.1,1.94,1.9,0.6,107.6,106.9,76,53.5,58.1,24.6,10.1,0
2020,99.2,Kevin Huerter,ATL,4,69,72,40,11.9,3.3,3.5,1.2,0.3,1.1,16.1,3.05,2.0,1.0,113.2,111.6,0.08199999999999999,52.8,54.1,16.7,7.7,0
2020,99.2,Malik Monk,CHA,10,42,72,19,11.7,2.4,2.1,0.5,0.1,1.3,15.5,1.58,2.0,0.8,109.4,108.6,75,54.0,56.9,22.7,9.6,0
2020,99.2,Hamidou Diallo,DET,15,52,72,18,11.6,5.2,1.9,0.8,0.5,1.5,13.3,1.33,0.5,-3.7,102.0,110.6,0.07,50.6,54.1,21.8,9.9,0
2020,99.2,Davis Bertans,WAS,8,57,72,29,11.5,2.9,0.9,0.6,0.2,0.6,4.3,1.48,3.0,1.9,112.8,110.8,75,58.1,62.0,14.8,6.9,0
2020,99.2,James Wiseman,GSW,8,39,72,18,11.5,5.8,0.7,0.3,0.9,1.5,5.0,0.43,0.3,-4.7,101.8,110.6,65,53.5,55.2,23.1,8.8,0
2020,99.2,Jusuf Nurkic,POR,5,37,72,22,11.5,9.0,3.4,1.0,1.1,2.0,20.6,1.71,0.3,3.4,115.0,108.2,0.08900000000000001,53.2,55.4,21.7,13.4,0
2020,99.2,Bobby Portis,MIL,3,66,72,44,11.4,7.1,1.1,0.8,0.4,0.8,7.5,1.27,1.1,2.1,113.4,108.3,76,58.5,59.8,20.2,13.3,0
2020,99.2,Immanuel Quickley,NYK,4,64,72,37,11.4,2.1,2.0,0.5,0.2,0.9,16.4,2.19,1.8,2.8,111.6,104.5,92,49.7,55.7,24.6,10.3,0
2020,99.2,Rudy Gay,SAS,10,63,72,29,11.4,4.8,1.4,0.7,0.6,1.0,10.0,1.35,1.7,2.1,108.4,103.9,107,50.5,53.2,23.0,10.8,0
2020,99.2,Lou Williams,ATL,4,66,72,44,11.3,2.1,3.4,0.7,0.1,1.6,23.3,2.08,1.0,1.2,112.3,110.6,65,46.4,51.9,24.4,9.6,0
2020,99.2,Jae'Sean Tate,HOU,15,70,72,17,11.3,5.3,2.5,1.2,0.5,1.4,12.7,1.82,0.9,-2.7,108.0,111.8,76,55.4,57.6,16.1,8.3,0
2020,99.2,Cam Reddish,ATL,4,26,72,10,11.2,4.0,1.3,1.3,0.3,1.3,6.6,1.03,1.3,-1.9,110.9,114.9,0.05,42.8,48.8,18.3,5.3,0
2020,99.2,Wendell Carter Jr.,ORL,14,54,72,21,11.2,8.2,1.9,0.6,0.8,1.4,11.6,1.33,0.3,-4.5,104.5,113.5,53,52.0,56.6,18.8,11.5,0
2020,99.2,Naz Reid,MIN,13,70,72,22,11.2,4.6,1.0,0.5,1.1,1.0,8.8,1.04,0.9,-4.2,102.7,112.4,47,57.6,59.9,21.8,11.3,0
2020,99.2,Enes Kanter,POR,5,72,72,42,11.2,11.0,1.2,0.5,0.7,1.1,6.9,1.08,0.0,2.2,119.7,114.8,42,60.5,63.6,16.9,14.1,0
2020,99.2,Armoni Brooks,HOU,15,20,72,3,11.2,3.4,1.5,0.6,0.3,1.1,9.0,1.36,3.0,-6.8,103.9,115.6,39,56.3,56.5,17.5,6.8,0
2020,99.2,Lonnie Walker IV,SAS,10,60,72,28,11.2,2.6,1.7,0.5,0.3,1.1,9.5,1.55,1.7,-3.5,109.4,115.7,0.036000000000000004,50.2,52.3,19.9,6.3,0
2020,99.2,Serge Ibaka,LAC,3,41,72,24,11.1,6.7,1.8,0.2,1.1,1.1,11.0,1.68,1.0,3.8,117.5,110.1,0.07200000000000001,56.3,58.5,20.0,11.5,0
2020,99.2,Nickeil Alexander-Walker,NOP,11,46,72,20,11.0,3.1,2.2,1.0,0.5,1.5,15.5,1.48,1.7,-1.1,108.2,111.5,0.057999999999999996,50.2,52.2,22.8,8.8,0
2020,99.2,Jeff Green,BKN,2,68,72,44,11.0,3.9,1.6,0.5,0.4,0.8,8.0,2.0,1.5,1.7,116.1,112.8,63,59.0,62.4,15.4,8.3,0
2020,99.2,Blake Griffin,BKN,2,46,72,24,11.0,4.9,3.0,0.7,0.3,1.3,17.1,2.26,1.5,1.3,113.1,111.0,71,50.9,54.6,19.1,9.2,0
2020,99.2,Dwayne Bacon,ORL,14,72,72,21,10.9,3.1,1.3,0.6,0.1,0.6,8.0,2.02,0.8,-6.2,101.3,112.8,0.06,44.3,49.0,19.3,6.9,0
2020,99.2,Reggie Bullock,NYK,4,65,72,38,10.9,3.4,1.5,0.8,0.2,0.7,7.2,2.2,2.5,1.6,109.7,107.2,0.11900000000000001,58.7,60.6,14.0,7.4,0
2020,99.2,Oshae Brissett,IND,8,21,72,10,10.9,5.5,0.9,0.9,1.0,0.5,4.2,1.8,1.6,2.8,117.0,111.0,73,59.3,63.8,14.9,9.6,0
2020,99.2,Patty Mills,SAS,10,68,72,31,10.8,1.7,2.4,0.6,0.0,1.0,14.2,2.45,2.4,0.4,107.8,106.4,105,54.4,57.0,17.7,7.9,0
2020,99.2,Cameron Oliver,HOU,15,4,72,1,10.8,5.3,1.3,0.5,1.0,0.8,8.6,1.67,1.0,-2.8,111.2,116.4,0.027999999999999997,63.6,61.9,17.4,9.5,0
2020,99.2,Ty Jerome,OKC,14,33,72,7,10.7,2.8,3.6,0.6,0.2,1.4,22.9,2.55,2.2,-4.1,103.5,112.0,0.06,57.0,58.5,18.1,9.5,0
2020,99.2,Reggie Jackson,LAC,3,67,72,43,10.7,2.9,3.1,0.6,0.1,1.1,18.5,2.77,1.8,3.7,116.7,109.3,77,55.4,57.6,19.5,9.1,0
2020,99.2,Grayson Allen,MEM,9,50,72,26,10.6,3.2,2.2,0.9,0.2,1.0,11.6,2.25,2.1,0.2,111.6,111.0,0.07200000000000001,54.7,58.6,16.4,8.4,0
2020,99.2,Justin Holiday,IND,8,72,72,34,10.5,3.6,1.7,1.0,0.6,0.8,7.0,2.2,2.4,-0.6,110.5,111.2,85,55.1,57.1,13.8,6.5,0
2020,99.2,Donte DiVincenzo,MIL,3,66,72,44,10.4,5.8,3.1,1.1,0.2,1.4,13.7,2.23,2.0,4.6,117.3,109.1,94,52.8,54.2,16.3,8.7,0
2020,99.2,Cedi Osman,CLE,13,59,72,17,10.4,3.4,2.9,0.9,0.2,1.4,17.3,2.17,1.7,-5.5,103.3,114.2,48,45.8,48.8,19.8,7.3,0
2020,99.2,Mason Plumlee,DET,15,56,72,14,10.4,9.3,3.6,0.8,0.9,1.9,20.5,1.92,0.0,-2.7,109.1,114.0,0.052000000000000005,61.4,63.8,16.3,12.9,0
2020,99.2,Brandon Clarke,MEM,9,59,72,32,10.3,5.6,1.6,1.0,0.9,0.6,9.4,2.88,0.3,-0.3,109.5,109.3,0.08,53.7,56.0,16.7,11.0,0
2020,99.2,Delon Wright,SAC,11,63,72,21,10.2,4.3,4.4,1.6,0.5,1.3,23.7,3.35,1.0,-1.7,108.3,111.8,0.07,52.5,56.2,16.3,11.5,0
2020,99.2,Monte Morris,DEN,3,47,72,30,10.2,2.0,3.2,0.7,0.3,0.7,17.2,4.41,1.1,3.3,115.7,109.5,83,54.7,57.4,16.1,9.2,0
2020,99.2,Elfrid Payton,NYK,4,63,72,36,10.1,3.4,3.2,0.7,0.1,1.6,20.9,1.97,0.4,-1.6,107.8,110.8,68,45.5,47.8,22.4,7.9,0
2020,99.2,Theo Maledon,OKC,14,65,72,20,10.1,3.2,3.5,0.9,0.2,2.2,19.7,1.61,1.6,-9.6,97.2,113.6,57,45.4,48.9,18.8,6.3,0
2020,99.2,Jeremy Lamb,IND,8,36,72,16,10.1,3.6,1.5,0.9,0.6,0.6,9.4,2.41,1.4,-0.4,113.0,113.3,46,52.9,58.7,18.0,9.8,0
2020,99.2,Jae Crowder,PHX,2,60,72,42,10.1,4.7,2.1,0.8,0.5,0.9,10.2,2.31,2.5,3.6,114.3,107.9,0.10400000000000001,55.5,57.4,15.2,8.1,0
2020,99.2,Bryn Forbes,MIL,3,70,72,45,10.0,1.6,0.6,0.3,0.0,0.6,4.5,1.02,2.2,1.4,113.4,110.8,0.055999999999999994,61.8,63.1,18.0,7.6,0
2020,99.2,Gary Harris,ORL,14,39,72,15,9.9,2.0,2.0,0.7,0.3,0.9,10.2,2.11,1.2,-2.1,110.0,114.2,0.052000000000000005,47.0,51.1,16.4,5.3,0
2020,99.2,Dorian Finney-Smith,DAL,5,60,72,36,9.8,5.4,1.7,0.9,0.4,0.8,7.0,2.13,2.0,3.3,117.2,112.1,0.08,60.0,60.9,12.0,7.4,0
2020,99.2,Frank Jackson,DET,15,40,72,13,9.8,2.2,0.9,0.4,0.0,0.9,7.9,1.06,1.5,-0.3,106.1,107.0,0.07400000000000001,56.1,59.8,20.7,9.3,0
2020,99.2,Kentavious Caldwell-Pope,LAL,5,67,72,39,9.7,2.7,1.9,0.9,0.4,1.0,9.1,1.92,1.8,2.1,110.5,107.3,111,54.9,58.8,13.9,7.0,0
2020,99.2,Mike Muscala,OKC,14,35,72,15,9.7,3.8,0.8,0.2,0.3,0.6,6.9,1.33,1.9,0.5,102.5,101.9,102,57.3,59.9,19.4,11.2,0
2020,99.2,Otto Porter Jr.,ORL,14,28,72,12,9.7,5.4,2.0,0.6,0.1,0.9,13.3,2.2,1.4,-1.5,106.6,109.6,0.07200000000000001,51.8,55.2,18.4,11.6,0
2020,99.2,Daniel Theis,CHI,11,65,72,28,9.6,5.5,1.7,0.6,0.9,1.0,9.7,1.64,0.8,-0.5,109.4,110.8,71,59.3,60.9,15.4,9.5,0
2020,99.2,Isaac Okoro,CLE,13,67,72,20,9.6,3.1,1.9,0.9,0.4,1.3,8.6,1.49,0.9,-6.1,104.6,113.4,69,47.6,51.4,14.2,4.4,0
2020,99.2,Wayne Ellington,DET,15,46,72,13,9.6,1.8,1.5,0.4,0.2,0.7,9.7,2.03,2.5,-1.5,110.0,114.2,0.040999999999999995,61.2,62.5,16.2,7.5,0
2020,99.2,Cameron Johnson,PHX,2,60,72,43,9.6,3.3,1.4,0.6,0.3,0.7,8.3,2.15,2.0,2.9,112.2,106.5,0.1,54.1,56.3,16.4,8.1,0
2020,99.2,Eric Paschall,GSW,8,40,72,20,9.5,3.2,1.3,0.3,0.2,1.1,12.5,1.19,0.5,-2.8,103.7,110.5,51,52.7,56.1,23.4,9.8,0
2020,99.2,Taurean Prince,CLE,13,41,72,15,9.5,3.5,1.9,0.7,0.6,1.1,12.1,1.62,1.5,-3.1,108.5,114.6,0.04,49.5,54.0,18.9,8.0,0
2020,99.2,Danny Green,PHI,1,69,72,46,9.5,3.8,1.7,1.3,0.8,1.0,8.0,1.76,2.5,4.5,114.5,107.4,109,57.3,58.2,13.8,7.3,0
2020,99.2,Trevor Ariza,MIA,6,30,72,17,9.4,4.8,1.8,1.0,0.6,0.7,8.9,2.62,1.7,1.3,113.8,111.0,0.08,51.5,54.2,14.9,7.7,0
2020,99.2,Cody Zeller,CHA,10,48,72,21,9.4,6.8,1.8,0.6,0.4,1.1,12.5,1.69,0.1,0.9,112.3,110.3,65,56.5,59.9,17.7,11.4,0
2020,99.2,Larry Nance Jr.,CLE,13,35,72,13,9.3,6.7,3.1,1.7,0.5,1.6,14.5,1.95,1.2,-3.9,101.7,107.4,121,54.6,55.7,13.9,10.4,0
2020,99.2,Kenyon Martin Jr.,HOU,15,45,72,10,9.3,5.4,1.1,0.7,0.9,0.8,6.8,1.26,0.8,-6.3,105.5,117.0,0.026000000000000002,56.4,59.0,15.4,9.0,0
2020,99.2,Landry Shamet,BKN,2,61,72,39,9.3,1.8,1.6,0.5,0.2,0.8,9.7,2.06,2.1,0.9,113.6,112.4,55,54.9,57.8,16.4,6.3,0
2020,99.2,Josh Hart,NOP,11,47,72,21,9.2,8.0,2.3,0.8,0.3,1.0,10.9,2.22,1.3,0.0,111.9,112.1,0.07200000000000001,53.1,56.6,13.3,10.0,0
2020,99.2,Patrick Williams,CHI,11,71,72,30,9.2,4.6,1.4,0.9,0.6,1.4,6.8,1.01,0.8,-4.1,106.3,113.5,0.059000000000000004,53.4,56.2,14.6,7.1,0
2020,99.2,David Nwaba,HOU,15,30,72,8,9.2,3.9,1.0,1.0,0.7,0.6,7.0,1.82,0.6,-0.9,106.8,108.0,84,52.5,55.7,16.3,8.9,0
2020,99.2,Desmond Bane,MEM,9,68,72,36,9.2,3.1,1.7,0.6,0.2,0.9,10.5,2.0,1.7,0.2,110.1,109.7,0.07200000000000001,58.6,60.0,15.5,8.0,0
2020,99.2,Furkan Korkmaz,PHI,1,55,72,39,9.1,2.1,1.5,0.9,0.2,0.8,11.1,1.78,1.8,2.6,110.3,104.3,92,52.0,54.4,19.5,8.9,0
2020,99.2,De'Anthony Melton,MEM,9,52,72,27,9.1,3.1,2.5,1.2,0.6,1.3,17.2,2.0,1.7,2.3,111.4,105.4,91,54.8,56.8,18.9,10.0,0
2020,99.2,Robin Lopez,WAS,8,71,72,34,9.0,3.8,0.8,0.2,0.6,1.1,6.0,0.73,0.1,-0.2,107.9,109.0,64,63.9,66.1,16.9,10.2,0
2020,99.2,Ivica Zubac,LAC,3,72,72,47,9.0,7.2,1.3,0.3,0.9,1.1,7.9,1.11,0.0,2.5,114.3,109.3,75,65.4,69.3,14.7,11.7,0
2020,99.2,Jaylen Nowell,MIN,13,42,72,10,9.0,2.3,1.5,0.5,0.3,0.7,13.0,2.21,1.2,-2.4,104.5,111.1,51,49.9,52.8,20.6,8.1,0
2020,99.2,Talen Horton-Tucker,LAL,5,65,72,39,9.0,2.6,2.8,1.0,0.3,1.6,20.9,1.72,0.6,0.2,105.8,104.7,95,49.6,53.6,21.0,9.4,0
2020,99.2,Paul Millsap,DEN,3,56,72,38,9.0,4.7,1.8,0.9,0.6,0.9,11.3,1.92,0.9,1.8,116.2,111.5,55,53.7,56.5,18.4,9.8,0
2020,99.2,DeMarcus Cousins,LAC,3,41,72,22,8.9,6.4,1.9,0.8,0.6,1.6,17.4,1.19,1.1,-1.5,103.4,106.6,0.07400000000000001,50.3,53.7,23.9,13.0,0
2020,99.2,Michael Carter-Williams,ORL,14,31,72,12,8.8,4.5,4.2,0.8,0.5,2.2,23.8,1.87,0.5,-1.6,103.1,105.6,0.11599999999999999,41.7,44.9,19.8,6.4,0
2020,99.2,Bruce Brown,BKN,2,65,72,45,8.8,5.4,1.6,0.9,0.4,0.8,9.9,1.93,0.3,1.1,115.9,112.4,0.054000000000000006,57.6,60.4,15.7,9.8,0
2020,99.2,Danuel House Jr.,HOU,15,36,72,8,8.8,3.7,1.9,0.6,0.4,1.0,11.0,1.92,1.5,-6.2,103.4,114.5,46,50.4,52.5,15.3,6.5,0
2020,99.2,Jay Scrubb,LAC,3,4,72,2,8.8,3.5,0.3,1.0,0.0,1.8,1.5,0.14,0.5,0.5,112.8,115.6,31,41.7,45.8,21.7,5.1,0
2020,99.2,Dario Saric,PHX,2,50,72,37,8.7,3.8,1.3,0.6,0.1,1.1,10.4,1.14,0.9,4.4,115.9,104.4,85,51.6,56.7,21.8,9.4,0
2020,99.2,Isaiah Roby,OKC,14,61,72,19,8.7,5.6,1.8,0.9,0.6,1.9,11.8,0.95,0.5,-7.2,99.5,113.6,49,52.0,55.5,17.1,8.4,0
2020,99.2,Terence Davis,SAC,11,61,72,26,8.7,2.5,1.4,0.7,0.2,1.0,12.2,1.32,1.6,-1.1,107.3,110.1,55,53.5,55.5,21.3,8.7,0
2020,99.2,Raul Neto,WAS,8,64,72,30,8.7,2.4,2.3,1.1,0.1,0.8,14.1,2.75,1.0,-0.3,109.3,110.3,67,53.9,57.5,15.5,8.6,0
2020,99.2,George Hill,PHI,1,30,72,16,8.7,2.0,2.4,0.8,0.2,1.0,15.6,2.35,1.0,-0.3,109.7,110.2,67,56.1,59.6,16.1,8.8,0
2020,99.2,T.J. McConnell,IND,8,69,72,33,8.6,3.7,6.6,1.9,0.3,2.0,33.7,3.38,0.2,1.0,112.5,110.0,83,57.4,58.3,14.9,11.9,0
2020,99.2,Moses Brown,BOS,7,43,72,8,8.6,8.9,0.2,0.7,1.1,1.0,1.7,0.23,0.0,-8.4,98.1,116.4,0.027999999999999997,54.5,57.2,15.7,11.4,0
2020,99.2,Jakob Poeltl,SAS,10,69,72,32,8.6,7.9,1.9,0.7,1.8,1.2,9.6,1.61,0.0,1.6,112.2,109.0,91,61.6,61.2,13.0,10.0,0
2020,99.2,Ricky Rubio,MIN,13,68,72,23,8.6,3.3,6.4,1.4,0.1,1.6,33.0,3.9,1.0,-2.7,109.3,114.3,49,45.4,51.6,15.5,9.8,0
2020,99.2,Robert Covington,POR,5,70,72,42,8.5,6.7,1.7,1.4,1.2,0.9,6.6,1.83,1.9,2.9,118.6,113.8,64,53.3,55.3,11.4,7.2,0
2020,99.2,Svi Mykhailiuk,OKC,14,66,72,13,8.5,2.5,1.7,0.8,0.2,1.3,12.7,1.25,1.6,-3.5,103.8,112.0,51,51.5,52.9,19.0,7.7,0
2020,99.2,Cameron Payne,PHX,2,60,72,42,8.4,2.4,3.6,0.6,0.3,1.0,28.1,3.62,1.2,3.0,116.4,108.6,64,57.6,60.2,19.3,11.7,0
2020,99.2,James Ennis III,ORL,14,41,72,12,8.4,4.0,1.5,0.8,0.2,0.9,8.7,1.72,1.1,-1.8,107.9,111.7,63,56.6,61.3,13.7,7.7,0
2020,99.2,Gabriel Deck,OKC,14,10,72,1,8.4,4.0,2.4,0.8,0.0,0.6,16.0,4.0,0.2,-5.1,104.1,116.8,24,49.3,54.8,15.9,10.0,0
2020,99.2,Mitchell Robinson,NYK,4,31,72,15,8.3,8.1,0.5,1.1,1.5,0.8,3.0,0.65,0.0,-0.5,106.1,106.5,114,65.3,64.2,11.4,10.4,0
2020,99.2,Luke Kennard,LAC,3,63,72,44,8.3,2.6,1.7,0.4,0.1,0.8,12.0,2.17,1.6,-0.4,114.0,114.4,0.036000000000000004,59.7,60.8,16.6,8.4,0
2020,99.2,Cory Joseph,DET,15,63,72,25,8.2,2.5,3.4,1.0,0.3,1.3,20.4,2.7,0.7,-3.1,109.8,115.3,0.037000000000000005,52.2,55.6,15.9,7.9,0
2020,99.2,Sterling Brown,HOU,15,51,72,14,8.2,4.4,1.4,0.7,0.2,0.8,8.8,1.76,1.8,-3.0,105.5,110.8,69,58.4,59.7,13.3,8.2,0
2020,99.2,Aleksej Pokusevski,OKC,14,45,72,13,8.2,4.7,2.2,0.4,0.9,2.2,13.3,0.98,1.3,-8.7,98.1,114.9,42,41.2,43.0,19.7,5.8,0
2020,99.2,Hassan Whiteside,SAC,11,36,72,16,8.1,6.0,0.6,0.3,1.3,1.1,5.8,0.5,0.0,-2.9,106.3,114.5,0.027999999999999997,56.3,56.6,22.7,12.3,0
2020,99.2,JaMychal Green,DEN,3,58,72,38,8.1,4.8,0.9,0.4,0.4,0.9,7.0,1.0,1.4,1.7,111.8,107.6,73,56.8,59.0,17.2,8.8,0
2020,99.2,Nicolas Batum,LAC,3,67,72,44,8.1,4.7,2.2,1.0,0.6,0.8,10.5,2.79,1.6,5.1,117.1,108.2,0.1,59.7,61.7,11.6,8.8,0
2020,99.2,Robert Williams III,BOS,7,52,72,29,8.0,6.9,1.8,0.8,1.8,1.0,13.7,1.81,0.0,0.2,112.4,112.0,48,72.1,71.9,14.5,15.2,0
2020,99.2,Tyrese Maxey,PHI,1,61,72,41,8.0,1.7,2.0,0.4,0.2,0.7,20.7,2.93,0.5,-0.9,106.4,108.0,57,49.8,53.1,22.2,10.6,0
2020,99.2,Mo Bamba,ORL,14,46,72,11,8.0,5.8,0.8,0.3,1.3,0.8,8.2,0.97,0.8,-4.4,102.4,115.2,25,53.5,55.6,21.0,12.3,0
2020,99.2,Kenrich Williams,OKC,14,66,72,21,8.0,4.1,2.3,0.8,0.3,1.2,15.3,2.0,0.8,-2.7,104.8,111.1,61,59.6,59.9,14.8,9.0,0
2020,99.2,Austin Rivers,DEN,3,36,72,20,7.9,2.3,2.3,0.8,0.1,1.0,13.6,2.25,1.5,0.3,110.3,110.3,71,53.7,55.1,15.0,6.7,0
2020,99.2,Isaiah Stewart,DET,15,68,72,20,7.9,6.7,0.9,0.6,1.3,1.0,6.4,0.88,0.3,-0.9,105.5,107.4,83,57.8,59.7,15.0,10.8,0
2020,99.2,Anfernee Simons,POR,5,64,72,37,7.8,2.2,1.4,0.3,0.1,0.7,11.7,2.07,1.9,0.7,115.2,114.4,31,56.9,58.9,18.0,7.9,0
2020,99.2,Willy Hernangomez,NOP,11,47,72,20,7.8,7.1,1.1,0.5,0.5,0.7,8.2,1.47,0.0,-0.3,113.6,113.6,38,56.5,59.1,16.6,12.5,0
2020,99.2,Chuma Okeke,ORL,14,45,72,15,7.8,4.0,2.2,1.1,0.5,0.8,13.2,2.66,1.1,-4.0,102.6,109.8,81,49.2,51.1,14.2,8.4,0
2020,99.2,Payton Pritchard,BOS,7,66,72,33,7.7,2.4,1.8,0.6,0.1,0.8,13.6,2.26,1.5,0.6,111.2,110.6,0.055999999999999994,56.2,58.2,16.2,8.2,0
2020,99.2,Tomas Satoransky,CHI,11,58,72,25,7.7,2.4,4.7,0.7,0.2,1.7,27.8,2.82,0.7,0.0,109.4,110.1,68,57.8,61.4,15.0,9.6,0
2020,99.2,P.J. Dozier,DEN,3,50,72,36,7.7,3.6,1.8,0.6,0.4,0.9,11.6,2.0,0.9,3.9,112.0,102.5,0.11699999999999999,48.3,50.1,16.6,7.6,0
2020,99.2,Mike James,BKN,2,13,72,9,7.7,2.5,4.2,0.5,0.1,1.5,30.3,2.7,0.8,1.5,115.6,111.6,48,42.9,48.1,23.1,9.2,0
2020,99.2,Naji Marshall,NOP,11,32,72,14,7.7,4.6,2.8,0.8,0.3,1.2,16.5,2.32,0.9,-0.9,108.1,109.6,73,46.2,50.8,16.0,8.8,0
2020,99.2,D.J. Augustin,HOU,15,57,72,28,7.7,1.6,3.3,0.5,0.0,1.1,22.3,2.89,1.5,-0.7,112.7,114.5,35,51.5,57.0,16.4,7.9,0
2020,99.2,Isaiah Thomas,NOP,11,3,72,1,7.7,1.3,1.7,0.3,0.0,2.0,16.7,0.83,1.0,2.7,106.7,100.0,99,38.9,41.2,27.4,3.3,0
2020,99.2,Ben McLemore,LAL,5,53,72,20,7.7,1.9,0.7,0.4,0.2,0.8,6.4,0.93,1.8,-1.9,105.0,109.2,0.06,50.3,52.3,19.2,5.3,0
2020,99.2,Tristan Thompson,BOS,7,54,72,27,7.6,8.1,1.2,0.4,0.6,1.1,7.3,1.08,0.0,0.4,111.9,110.9,68,51.8,54.0,14.4,9.3,0
2020,99.2,Garrett Temple,CHI,11,56,72,25,7.6,2.9,2.2,0.8,0.5,1.0,10.4,2.14,1.2,0.9,110.8,109.3,0.09300000000000001,50.3,52.5,12.6,5.1,0
2020,99.2,Steven Adams,NOP,11,58,72,26,7.6,8.9,1.9,0.9,0.7,1.3,8.8,1.42,0.0,0.3,114.9,115.0,45,61.4,59.6,11.8,9.0,0
2020,99.2,Edmond Sumner,IND,8,53,72,23,7.5,1.8,0.9,0.6,0.2,1.0,7.5,0.96,0.7,-0.6,111.8,112.2,0.040999999999999995,58.7,62.6,17.6,7.2,0
2020,99.2,Patrick Beverley,LAC,3,37,72,25,7.5,3.2,2.1,0.8,0.8,0.9,12.3,2.24,1.5,4.0,115.7,106.7,92,55.0,58.0,14.6,6.6,0
2020,99.2,Malachi Flynn,TOR,12,47,72,21,7.5,2.5,2.9,0.8,0.1,0.9,22.5,3.19,1.1,-2.1,103.8,109.4,65,45.3,48.4,18.3,8.3,0
2020,99.2,Henry Ellenson,TOR,12,2,72,0,7.5,6.0,2.5,0.0,0.0,0.0,20.8,0.0,1.0,3.5,98.8,88.2,193,42.9,47.6,16.7,10.6,0
2020,99.2,Jaxson Hayes,NOP,11,60,72,24,7.5,4.3,0.6,0.4,0.6,0.7,5.7,0.9,0.1,-0.4,104.6,105.5,73,63.6,67.5,15.6,12.3,0
2020,99.2,DeAndre Jordan,BKN,2,57,72,37,7.5,7.5,1.6,0.3,1.1,1.5,9.9,1.09,0.0,-0.7,113.0,114.8,0.037000000000000005,76.3,73.6,12.8,11.2,0
2020,99.2,JJ Redick,DAL,5,44,72,22,7.4,1.5,1.2,0.3,0.1,0.8,9.8,1.42,1.5,0.0,109.3,110.6,0.05,52.1,56.4,18.4,6.7,0
2020,99.2,Jalen Harris,TOR,12,13,72,3,7.4,1.4,1.3,0.6,0.0,1.1,15.3,1.21,1.3,-0.1,108.2,107.8,51,61.8,63.2,21.9,9.7,0
2020,99.2,Jalen McDaniels,CHA,10,47,72,18,7.4,3.6,1.1,0.6,0.4,1.0,9.0,1.18,0.7,-3.8,104.6,113.9,0.037000000000000005,53.0,55.4,16.9,7.3,0
2020,99.2,Louis King,SAC,11,6,72,3,7.3,3.0,1.5,1.2,0.5,0.7,18.0,2.25,0.7,-0.5,97.3,100.5,85,55.9,60.0,19.1,14.8,0
2020,99.2,JaVale McGee,DEN,3,46,72,21,7.3,5.2,0.8,0.4,1.2,1.3,9.8,0.65,0.1,-1.9,100.9,106.9,0.06,52.0,54.1,22.8,11.5,0
2020,99.2,James Johnson,NOP,11,51,72,21,7.2,3.5,1.9,0.8,0.8,1.1,13.4,1.78,0.6,-2.5,106.4,111.4,0.055999999999999994,49.4,51.0,16.6,7.1,0
2020,99.2,Juancho Hernangomez,MIN,13,52,72,19,7.2,3.9,0.7,0.4,0.1,0.5,5.5,1.3,1.1,-1.4,110.5,115.4,0.027000000000000003,52.7,54.9,16.7,8.5,0
2020,99.2,Justin Jackson,MIL,3,34,72,12,7.2,2.3,1.5,0.4,0.1,0.9,13.6,1.63,1.1,-1.2,103.8,106.8,69,48.4,51.6,19.5,7.7,0
2020,99.2,Aaron Holiday,IND,8,66,72,30,7.2,1.3,1.9,0.7,0.2,1.0,13.9,1.86,1.0,0.0,110.1,110.3,55,46.7,50.3,18.9,5.7,0
2020,99.2,Khem Birch,TOR,12,67,72,23,7.2,5.8,1.3,0.7,0.7,0.7,8.5,2.02,0.2,-1.9,106.1,109.7,73,51.4,55.2,13.3,8.9,0
2020,99.2,Kent Bazemore,GSW,8,67,72,35,7.2,3.4,1.6,1.0,0.5,1.2,10.8,1.32,1.1,2.5,110.5,104.6,94,54.5,56.4,15.9,7.5,0
