Year,Avg. Pace,PLAYER,TEAM,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,AST%,AST/TO,3PM,+/-,OFFRTG,DEFRTG,DEFWS,eFG%,TS%,USG%,PIE,MVP,Prior MVPs,DPOY
2002,91.0,Clar. Weatherspoon,NYK,9,79,82,36,6.6,7.6,0.9,0.9,0.5,0.8,5.3,1.08,0.0,-1.2,101.5,103.3,0.057999999999999996,44.9,52.2,12.7,10.3,0,0,0
2002,91.0,Jonathan Bender,IND,3,46,82,31,6.6,2.9,0.9,0.2,1.2,0.9,8.9,1.0,0.4,-0.5,96.3,98.1,0.07,47.8,52.1,17.9,8.5,0,0,0
2002,91.0,Robert Horry,LAL,5,80,82,49,6.5,6.4,2.9,1.2,0.8,1.4,14.8,2.08,0.6,2.6,104.1,100.2,95,44.0,48.8,12.1,8.6,0,0,0
2002,91.0,Kevin Ollie,SEA,10,82,82,44,6.5,2.2,3.5,0.8,0.1,0.9,25.2,4.04,0.0,1.5,103.7,99.2,84,45.4,51.4,14.7,10.3,0,0,0
2002,91.0,Erick Strickland,IND,3,71,82,40,6.5,2.0,2.9,0.5,0.1,1.4,27.9,2.13,0.9,0.7,100.0,98.1,0.07,51.1,54.7,18.1,10.5,0,0,0
2002,91.0,Juan Dixon,WAS,9,42,82,18,6.4,1.7,1.0,0.6,0.1,1.0,11.8,0.95,0.6,-0.8,97.3,99.4,55,43.0,46.4,23.1,7.3,0,0,0
2002,91.0,Mike Batiste,MEM,12,75,82,28,6.4,3.4,0.7,0.6,0.2,0.9,7.4,0.75,0.2,-1.8,95.7,101.4,47,44.1,47.6,20.5,8.3,0,0,0
2002,91.0,Keyon Dooling,LAC,13,55,82,21,6.4,1.3,1.6,0.4,0.1,1.1,16.8,1.48,0.9,-2.5,96.2,102.5,0.044000000000000004,46.5,49.4,19.3,5.9,0,0,0
2002,91.0,Cherokee Parks,LAC,13,30,82,9,6.3,4.4,0.7,0.5,0.7,0.6,5.5,1.17,0.0,-5.9,99.8,114.4,-0.027000000000000003,50.6,52.3,13.9,8.0,0,0,0
2002,91.0,Brendan Haywood,WAS,9,81,82,36,6.2,5.0,0.4,0.4,1.5,0.8,2.4,0.45,0.0,0.0,102.2,101.6,66,51.0,56.1,12.5,6.4,0,0,0
2002,91.0,Smush Parker,CLE,15,66,82,15,6.2,1.8,2.5,0.7,0.2,2.0,23.9,1.22,0.6,-3.2,96.0,105.4,0.027000000000000003,45.9,52.3,19.7,7.3,0,0,0
2002,91.0,Aaron Williams,NJN,2,81,82,49,6.2,4.1,1.1,0.3,0.7,1.0,9.2,1.04,0.0,0.6,98.1,96.2,0.08900000000000001,45.3,50.4,16.2,7.4,0,0,0
2002,91.0,Elden Campbell,SEA,10,56,82,28,6.1,3.2,0.9,0.6,0.7,0.9,11.1,1.02,0.0,0.8,98.9,95.2,75,39.7,48.3,22.5,9.0,0,0,0
2002,91.0,Arvydas Sabonis,POR,5,78,82,48,6.1,4.3,1.8,0.8,0.6,1.0,18.5,1.89,0.0,2.6,105.5,97.1,66,48.1,54.9,19.1,14.4,0,0,0
2002,91.0,Kenny Anderson,NOH,5,61,82,31,6.1,2.2,3.2,1.0,0.1,1.2,30.0,2.64,0.0,-0.6,96.6,98.8,68,42.8,45.7,19.1,10.5,0,0,0
2002,91.0,Walter McCarty,BOS,6,82,82,44,6.1,3.5,1.3,1.0,0.3,0.8,9.5,1.58,1.1,-0.9,96.8,98.9,0.08800000000000001,52.3,54.0,12.4,7.3,0,0,0
2002,91.0,Greg Buckner,PHI,3,75,82,45,6.0,2.9,1.3,1.0,0.2,0.8,10.3,1.55,0.2,1.1,101.9,97.9,0.08199999999999999,48.4,51.9,14.3,6.8,0,0,0
2002,91.0,Brian Skinner,PHI,3,77,82,45,6.0,4.8,0.2,0.6,0.7,0.8,2.4,0.31,0.0,-0.6,98.9,100.0,61,55.0,57.4,14.7,9.6,0,0,0
2002,91.0,Gary Trent,MIN,4,80,82,50,6.0,3.6,1.0,0.4,0.3,0.7,10.5,1.31,0.0,-1.3,97.6,101.8,42,53.5,54.9,17.9,10.3,0,0,0
2002,91.0,Chris Mihm,CLE,15,52,82,11,5.9,4.4,0.5,0.3,0.7,0.9,6.0,0.58,0.0,-2.3,95.6,103.2,35,40.4,46.2,20.2,7.5,0,0,0
2002,91.0,Jacque Vaughn,ORL,7,80,82,41,5.9,1.5,2.9,0.8,0.0,1.2,21.3,2.39,0.1,0.0,102.0,102.1,0.055999999999999994,45.7,50.8,14.7,6.6,0,0,0
2002,91.0,Jason Caffey,MIL,7,51,82,24,5.8,3.5,0.7,0.4,0.3,1.1,6.9,0.68,0.0,-0.9,102.1,104.2,34,45.6,50.1,17.9,5.2,0,0,0
2002,91.0,Speedy Claxton,SAS,1,30,82,23,5.8,1.9,2.5,0.7,0.2,1.2,29.2,2.14,0.0,0.1,101.0,100.9,47,46.2,50.9,19.6,10.6,0,0,0
2002,91.0,Jeff McInnis,POR,5,75,82,47,5.8,1.3,2.3,0.3,0.0,1.0,22.2,2.27,0.1,-2.0,96.8,103.4,39,45.2,47.7,17.6,6.7,0,0,0
2002,91.0,Dikembe Mutombo,NJN,2,24,82,15,5.8,6.4,0.8,0.2,1.5,1.4,5.5,0.56,0.0,4.2,103.1,93.1,121,37.4,44.5,16.1,7.1,0,0,0
2002,91.0,Eddie Robinson,CHI,12,64,82,22,5.7,3.1,1.0,1.0,0.2,0.8,7.5,1.27,0.0,-1.4,99.6,102.7,0.052000000000000005,49.7,53.1,12.6,7.6,0,0,0
2002,91.0,Mike Dunleavy,GSW,11,82,82,38,5.7,2.6,1.3,0.6,0.2,1.0,12.5,1.23,0.6,0.8,105.2,103.6,35,46.5,50.5,17.2,7.7,0,0,0
2002,91.0,Scott Padgett,UTA,7,82,82,47,5.7,3.3,1.0,0.5,0.3,0.9,11.3,1.23,0.5,0.9,98.1,96.3,73,45.5,49.6,18.1,9.1,0,0,0
2002,91.0,Jason Collins,NJN,2,81,82,48,5.7,4.5,1.1,0.6,0.5,1.0,7.0,1.02,0.0,3.7,102.5,94.0,122,41.4,52.1,12.4,5.8,0,0,0
2002,91.0,Jeff Trepagnier,DEN,14,8,82,1,5.6,2.0,0.8,1.0,0.0,1.0,10.5,0.75,0.5,-0.6,97.4,99.0,46,47.5,52.2,21.5,11.7,0,0,0
2002,91.0,Damone Brown,TOR,14,5,82,1,5.6,3.0,0.6,0.2,0.0,1.2,5.1,0.5,0.0,-1.6,87.7,90.5,147,31.4,36.3,17.3,-0.2,0,0,0
2002,91.0,Vladimir Stepania,MIA,13,79,82,24,5.6,7.0,0.3,0.6,0.5,0.9,3.0,0.35,0.0,-2.1,91.5,96.6,87,43.3,45.4,16.1,11.3,0,0,0
2002,91.0,Tyrone Hill,PHI,3,56,82,21,5.6,7.0,0.7,0.8,0.5,1.2,4.9,0.6,0.0,-3.4,96.3,102.5,61,42.2,45.7,13.1,7.1,0,0,0
2002,91.0,Lee Nailon,NYK,9,38,82,12,5.5,1.8,0.7,0.2,0.1,0.8,12.3,0.81,0.0,-1.0,97.2,102.9,0.026000000000000002,44.2,49.4,26.5,8.6,0,0,0
2002,91.0,Walt Williams,DAL,1,66,82,49,5.5,3.1,0.9,0.6,0.4,0.5,7.7,1.69,1.0,1.8,104.7,99.7,0.06,48.7,50.0,15.2,6.7,0,0,0
2002,91.0,Earl Watson,MEM,12,79,82,27,5.5,2.1,2.8,1.1,0.2,1.1,27.7,2.56,0.4,-0.3,96.4,97.1,73,47.4,50.5,16.9,10.3,0,0,0
2002,91.0,Marc Jackson,MIN,4,77,82,49,5.5,2.9,0.5,0.3,0.4,0.8,5.8,0.63,0.0,0.3,101.1,99.3,48,44.0,50.8,20.6,7.6,0,0,0
2002,91.0,Jarron Collins,UTA,7,22,82,12,5.5,2.7,0.6,0.2,0.3,0.9,6.0,0.74,0.0,-1.6,97.4,101.4,55,44.2,53.0,14.0,2.9,0,0,0
2002,91.0,Mamadou N'diaye,TOR,14,22,82,5,5.5,3.7,0.3,0.4,1.5,1.0,3.1,0.33,0.0,-1.0,99.2,101.8,47,44.8,51.4,16.2,6.4,0,0,0
2002,91.0,Jerome James,SEA,10,51,82,25,5.4,4.2,0.5,0.2,1.6,1.5,6.4,0.36,0.0,0.3,96.9,95.0,0.07400000000000001,47.8,50.6,21.1,6.3,0,0,0
2002,91.0,Greg Ostertag,UTA,7,81,82,47,5.4,6.2,0.7,0.2,1.8,1.3,4.2,0.53,0.0,3.6,105.2,96.5,0.10300000000000001,51.8,53.1,12.5,6.8,0,0,0
2002,91.0,Adonal Foyle,GSW,11,82,82,38,5.4,6.0,0.5,0.5,2.5,0.9,3.2,0.51,0.0,0.9,106.4,103.8,45,53.6,56.3,11.1,9.2,0,0,0
2002,91.0,Horace Grant,ORL,7,5,82,3,5.2,1.6,1.4,0.6,0.0,0.2,13.2,7.0,0.0,-2.8,92.7,99.4,0.059000000000000004,52.0,52.0,14.1,8.7,0,0,0
2002,91.0,Vin Baker,BOS,6,52,82,30,5.2,3.8,0.6,0.4,0.6,1.2,5.3,0.48,0.0,-1.6,97.1,100.8,57,47.8,53.1,15.1,5.0,0,0,0
2002,91.0,Robert Pack,NOH,5,28,82,16,5.2,1.8,2.9,0.9,0.0,1.4,33.3,2.03,0.0,-3.0,95.4,103.9,33,40.3,47.3,19.9,9.6,0,0,0
2002,91.0,Chris Andersen,DEN,14,59,82,13,5.2,4.6,0.5,0.5,1.0,1.0,6.6,0.53,0.0,-1.9,87.5,94.2,81,40.0,44.0,19.1,10.5,0,0,0
2002,91.0,Austin Croshere,IND,3,49,82,29,5.1,3.2,1.1,0.1,0.3,0.6,15.6,2.0,0.6,0.6,99.1,97.3,53,47.6,53.0,18.8,12.8,0,0,0
2002,91.0,Casey Jacobsen,PHX,8,72,82,38,5.1,1.2,1.0,0.5,0.1,0.8,10.1,1.33,0.7,1.7,100.7,95.8,75,45.3,49.3,16.2,5.0,0,0,0
2002,91.0,Junior Harrington,DEN,14,82,82,17,5.1,3.0,3.4,1.0,0.2,1.9,23.4,1.76,0.1,-3.6,89.2,96.3,109,36.9,40.5,15.0,5.2,0,0,0
2002,91.0,Michael Bradley,TOR,14,67,82,20,5.0,6.1,1.0,0.2,0.5,1.1,8.3,0.88,0.0,-3.3,98.0,106.9,0.022000000000000002,48.2,49.2,14.3,9.0,0,0,0
2002,91.0,LaPhonso Ellis,MIA,13,55,82,17,5.0,2.9,0.3,0.3,0.3,0.6,3.6,0.48,0.5,0.2,94.8,94.5,73,43.3,47.6,19.0,7.8,0,0,0
2002,91.0,Milt Palacio,CLE,15,80,82,17,5.0,2.9,3.2,0.9,0.2,1.6,21.1,1.98,0.1,-5.9,92.0,103.5,0.054000000000000006,42.8,46.6,12.2,6.4,0,0,0
2002,91.0,Mark Blount,BOS,6,81,82,25,5.0,3.8,0.7,0.5,0.8,1.3,7.4,0.54,0.0,-3.8,88.4,99.4,61,43.2,49.1,16.2,6.7,0,0,0
2002,91.0,Tim Hardaway,IND,3,10,82,7,4.9,1.5,2.4,0.9,0.0,1.1,27.9,2.18,1.1,3.7,107.1,94.3,69,48.0,48.3,19.9,10.2,0,0,0
2002,91.0,Jake Tsakalidis,PHX,8,33,82,18,4.9,3.7,0.4,0.2,0.5,0.8,3.8,0.5,0.0,-2.2,92.0,97.7,68,45.2,50.1,15.1,5.3,0,0,0
2002,91.0,Michael Dickerson,MEM,12,6,82,2,4.8,1.0,1.3,0.8,0.2,1.0,13.1,1.33,0.7,-1.5,101.7,108.9,0.006999999999999999,50.0,55.3,17.3,4.0,0,0,0
2002,91.0,Sean Lampley,MIA,13,35,82,8,4.8,2.4,0.9,0.2,0.1,0.7,12.0,1.24,0.0,-0.1,91.5,91.5,85,43.4,51.2,18.0,9.4,0,0,0
2002,91.0,Chris Mills,GSW,11,21,82,10,4.8,2.4,1.0,0.3,0.1,0.5,13.8,2.2,0.3,0.1,104.8,103.8,0.026000000000000002,40.1,44.3,20.2,7.5,0,0,0
2002,91.0,Alan Henderson,ATL,11,82,82,35,4.8,4.9,0.5,0.4,0.4,0.7,4.6,0.67,0.0,-2.6,96.4,103.9,38,46.8,50.8,13.1,7.8,0,0,0
2002,91.0,Chris Crawford,ATL,11,5,82,1,4.8,1.4,0.2,0.4,0.6,0.4,5.3,0.5,0.2,-0.8,106.8,107.9,6,65.4,72.6,23.8,14.9,0,0,0
2002,91.0,Etan Thomas,WAS,9,38,82,21,4.8,4.3,0.1,0.2,0.6,0.9,1.0,0.09,0.0,-0.6,96.7,98.1,55,49.2,55.0,17.4,9.4,0,0,0
2002,91.0,Tom Gugliotta,PHX,8,27,82,12,4.8,3.7,1.1,0.5,0.2,1.1,11.4,1.0,0.0,-2.4,95.4,102.7,0.04,45.5,47.4,16.8,9.0,0,0,0
2002,91.0,Lonny Baxter,CHI,12,55,82,18,4.8,3.0,0.3,0.2,0.4,0.8,4.0,0.35,0.0,-1.0,95.8,98.6,48,46.6,52.1,18.3,5.2,0,0,0
2002,91.0,Andrew DeClercq,ORL,7,77,82,38,4.7,4.4,0.7,0.5,0.5,1.1,6.1,0.62,0.0,1.4,103.0,97.9,68,53.4,56.2,13.5,6.0,0,0,0
2002,91.0,Bo Outlaw,PHX,8,80,82,43,4.7,4.6,1.4,0.6,0.9,1.0,9.4,1.47,0.0,2.0,102.9,97.0,96,55.0,57.4,10.1,8.2,0,0,0
2002,91.0,Tony Massenburg,UTA,7,58,82,35,4.7,2.7,0.3,0.3,0.3,0.9,3.7,0.34,0.0,-1.6,96.9,102.9,33,44.8,50.8,18.3,4.2,0,0,0
2002,91.0,Gerald Wallace,SAC,3,47,82,35,4.7,2.7,0.5,0.5,0.3,0.9,6.5,0.52,0.0,0.7,97.8,95.3,0.059000000000000004,49.5,51.0,19.5,8.0,0,0,0
2002,91.0,Mark Jackson,UTA,7,82,82,47,4.7,2.1,4.6,0.6,0.0,1.9,43.7,2.47,0.3,-0.3,96.3,97.3,75,43.5,47.3,17.0,11.5,0,0,0
2002,91.0,DeShawn Stevenson,UTA,7,61,82,33,4.6,1.4,0.7,0.4,0.1,0.8,9.9,0.82,0.1,-2.7,92.4,104.3,25,40.8,44.4,20.9,5.4,0,0,0
2002,91.0,Damon Jones,SAC,3,49,82,35,4.6,1.4,1.6,0.4,0.1,0.5,16.6,3.48,0.9,0.8,100.7,97.9,57,48.6,50.5,15.3,8.0,0,0,0
2002,91.0,Nazr Mohammed,ATL,11,35,82,12,4.6,3.7,0.2,0.5,0.6,0.7,2.4,0.24,0.0,-3.0,91.5,102.4,33,42.1,45.2,19.7,6.6,0,0,0
2002,91.0,Kelvin Cato,HOU,9,73,82,37,4.5,5.9,0.3,0.5,1.2,0.8,2.7,0.36,0.0,0.1,97.7,97.6,0.07,52.0,53.5,13.2,10.8,0,0,0
2002,91.0,Melvin Ely,LAC,13,52,82,17,4.5,3.3,0.3,0.2,0.6,1.0,3.0,0.3,0.0,0.8,102.3,99.2,0.054000000000000006,49.5,54.0,15.1,6.6,0,0,0
2002,91.0,Bryon Russell,WAS,9,70,82,31,4.5,3.0,1.0,1.0,0.1,0.8,8.9,1.31,0.7,-1.6,96.5,100.2,65,42.8,46.8,13.0,6.4,0,0,0
2002,91.0,George Lynch,NOH,5,81,82,47,4.5,4.4,1.3,0.8,0.2,0.6,10.9,2.0,0.3,1.6,100.2,95.5,0.08800000000000001,44.8,46.4,13.1,8.9,0,0,0
2002,91.0,Scot Pollard,SAC,3,23,82,18,4.5,4.6,0.3,0.6,0.7,0.7,2.8,0.4,0.0,4.1,104.5,89.6,0.09300000000000001,46.0,49.7,15.5,9.1,0,0,0
2002,91.0,Corey Benjamin,ATL,11,9,82,5,4.4,3.4,1.1,0.1,0.2,0.7,12.2,1.67,0.2,-1.8,91.4,96.0,79,32.6,40.0,15.9,4.7,0,0,0
2002,91.0,Wang Zhi-zhi,LAC,13,41,82,13,4.4,1.9,0.2,0.2,0.2,0.8,4.1,0.32,0.4,-0.3,103.6,105.2,17,43.2,48.5,23.5,6.1,0,0,0
2002,91.0,Tremaine Fowlkes,LAC,13,37,82,13,4.4,2.8,0.6,0.7,0.1,0.5,6.0,1.15,0.1,2.5,104.6,95.9,0.07200000000000001,44.5,53.3,13.7,7.6,0,0,0
2002,91.0,Samaki Walker,LAL,5,67,82,39,4.4,5.5,1.0,0.3,0.8,0.8,8.0,1.14,0.0,-1.4,98.1,101.2,53,42.0,46.5,13.6,8.4,0,0,0
2002,91.0,Bimbo Coles,BOS,6,35,82,7,4.4,1.7,2.1,0.5,0.1,0.8,18.1,2.57,0.2,-3.1,90.2,98.0,77,35.4,41.3,13.8,4.7,0,0,0
2002,91.0,Slava Medvedenko,LAL,5,58,82,34,4.4,2.4,0.3,0.2,0.1,0.6,5.0,0.49,0.0,-1.0,95.7,99.4,38,43.4,46.0,21.5,4.3,0,0,0
2002,91.0,Adrian Griffin,DAL,1,74,82,56,4.4,3.6,1.4,1.0,0.1,0.6,11.1,2.23,0.1,2.5,105.5,98.1,0.07400000000000001,44.2,46.3,12.9,7.0,0,0,0
2002,91.0,Monty Williams,PHI,3,21,82,12,4.4,2.1,1.2,0.6,0.2,0.8,14.3,1.53,0.0,2.4,106.7,97.3,57,42.5,48.9,17.2,7.3,0,0,0
2002,91.0,Michael Doleac,NYK,9,75,82,36,4.4,2.9,0.6,0.2,0.2,0.7,6.8,0.86,0.0,-1.2,100.0,103.3,32,42.6,45.1,18.3,5.2,0,0,0
2002,91.0,Moochie Norris,HOU,9,82,82,43,4.4,1.9,2.4,0.7,0.0,1.0,23.9,2.28,0.1,-0.2,99.0,100.1,0.054000000000000006,42.3,47.0,15.7,9.2,0,0,0
2002,91.0,Tierre Brown,CLE,15,15,82,4,4.3,2.0,2.6,0.9,0.0,1.5,35.5,1.77,0.0,1.1,99.4,92.8,65,45.8,49.9,21.9,14.0,0,0,0
2002,91.0,Pat Burke,ORL,7,62,82,30,4.3,2.4,0.4,0.3,0.4,0.8,5.6,0.49,0.0,-3.2,88.4,100.6,0.04,38.3,41.5,20.2,4.2,0,0,0
2002,91.0,Sean Rooks,LAC,13,70,82,21,4.2,3.1,1.0,0.5,0.6,0.9,8.5,1.05,0.0,-4.4,96.0,107.3,19,42.1,46.0,13.0,4.5,0,0,0
2002,91.0,Jahidi White,WAS,9,16,82,6,4.2,4.6,0.1,0.1,0.8,0.6,1.3,0.22,0.0,-1.8,105.5,109.8,3,47.2,52.3,14.7,6.8,0,0,0
2002,91.0,Kevin Willis,SAS,1,71,82,54,4.2,3.2,0.3,0.3,0.3,0.8,5.1,0.4,0.0,-1.6,93.9,100.4,38,47.9,50.6,19.0,7.7,0,0,0
2002,91.0,Greg Foster,TOR,14,29,82,5,4.2,3.5,0.4,0.0,0.3,1.0,4.3,0.43,0.0,-4.1,91.3,103.6,0.04,38.9,44.5,14.0,2.3,0,0,0
2002,91.0,Trenton Hassell,CHI,12,82,82,30,4.2,3.1,1.8,0.5,0.7,1.0,11.8,1.82,0.2,-5.1,94.0,104.1,48,38.4,41.1,11.1,4.3,0,0,0
2002,91.0,Marcus Haislip,MIL,7,39,82,18,4.1,1.4,0.2,0.2,0.5,0.5,3.6,0.43,0.1,-1.2,95.1,100.6,0.036000000000000004,44.1,47.4,19.2,4.0,0,0,0
2002,91.0,Anthony Johnson,NJN,2,66,82,41,4.1,1.2,1.3,0.6,0.1,0.6,18.3,2.1,0.2,0.2,91.3,91.1,78,47.4,51.2,16.5,8.5,0,0,0
2002,91.0,Tariq Abdul-Wahad,DAL,1,14,82,9,4.1,2.9,1.5,0.4,0.2,0.5,14.7,3.0,0.0,1.4,107.0,101.9,0.040999999999999995,46.6,47.0,14.6,7.1,0,0,0
2002,91.0,Anthony Carter,MIA,13,49,82,11,4.1,1.7,4.1,0.9,0.1,1.7,36.6,2.51,0.0,-2.8,93.1,100.5,61,35.6,39.0,16.9,7.5,0,0,0
2002,91.0,Jerome Moiso,NOH,5,51,82,30,4.0,3.5,0.4,0.4,0.9,0.9,6.3,0.48,0.0,0.3,94.6,92.1,0.07400000000000001,52.0,54.2,16.5,10.9,0,0,0
2002,91.0,Chris Owens,MEM,12,1,82,0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,158.3,108.3,4,66.7,66.7,28.6,7.1,0,0,0
2002,91.0,Vitaly Potapenko,SEA,10,26,82,8,4.0,3.4,0.2,0.3,0.3,1.0,1.7,0.16,0.0,-1.9,94.2,101.2,45,44.1,49.2,15.3,5.8,0,0,0
2002,91.0,Steve Kerr,SAS,1,75,82,55,4.0,0.8,0.9,0.4,0.0,0.5,12.8,2.0,0.7,0.6,96.2,94.9,64,52.5,55.2,14.2,8.1,0,0,0
2002,91.0,Scott Williams,PHX,8,69,82,36,4.0,2.8,0.3,0.4,0.3,0.5,4.1,0.69,0.0,-1.4,98.1,101.7,35,41.1,44.0,17.5,4.3,0,0,0
2002,91.0,Jared Jeffries,WAS,9,20,82,7,4.0,2.9,0.8,0.4,0.3,1.1,9.1,0.76,0.2,2.1,97.1,89.1,0.10099999999999999,50.0,52.1,15.2,7.3,0,0,0
2002,91.0,Steven Hunter,ORL,7,33,82,17,3.9,2.8,0.2,0.3,1.1,0.5,2.2,0.4,0.0,0.6,99.8,97.5,0.055999999999999994,54.4,53.1,13.5,7.1,0,0,0
2002,91.0,Brevin Knight,MEM,12,55,82,19,3.9,1.5,4.2,1.3,0.0,1.7,40.3,2.48,0.0,-1.5,93.8,98.3,65,43.0,44.2,16.1,8.0,0,0,0
2002,91.0,Nikoloz Tskitishvili,DEN,14,81,82,16,3.9,2.2,1.1,0.4,0.4,1.0,11.3,1.08,0.5,-2.5,89.8,97.9,67,34.0,37.4,16.5,2.4,0,0,0
2002,91.0,Robert Traylor,NOH,5,69,82,41,3.9,3.8,0.7,0.7,0.5,0.8,9.6,0.94,0.0,0.3,97.4,94.7,64,44.5,48.6,16.7,9.3,0,0,0
2002,91.0,Chris Jefferies,TOR,14,51,82,11,3.9,1.2,0.4,0.4,0.3,0.9,5.7,0.49,0.4,-2.2,91.4,100.2,43,43.3,46.3,17.1,3.3,0,0,0
2002,91.0,Jake Voskuhl,PHX,8,65,82,31,3.8,3.5,0.6,0.3,0.4,0.7,5.6,0.75,0.0,1.3,102.0,96.7,65,56.4,60.4,11.6,5.9,0,0,0
2002,91.0,Antonio Daniels,POR,5,67,82,39,3.7,1.1,1.3,0.5,0.1,0.5,15.5,2.66,0.3,-0.4,99.7,100.8,0.040999999999999995,50.0,57.2,13.0,9.6,0,0,0
2002,91.0,Chris Wilcox,LAC,13,46,82,12,3.7,2.3,0.5,0.2,0.3,0.6,7.6,0.81,0.0,0.3,99.2,95.5,51,52.1,52.8,17.7,8.2,0,0,0
2002,91.0,Terence Morris,HOU,9,49,82,26,3.7,2.6,0.5,0.2,0.3,0.6,6.8,0.86,0.1,-1.0,98.7,103.3,0.028999999999999998,48.6,50.0,15.0,8.8,0,0,0
2002,91.0,Emanual Davis,ATL,11,24,82,9,3.7,1.8,1.5,0.5,0.1,1.0,18.8,1.44,0.3,-2.8,89.6,98.4,0.055999999999999994,40.3,45.0,16.1,7.1,0,0,0
2002,91.0,Dan Dickau,ATL,11,50,82,23,3.7,0.9,1.7,0.3,0.0,1.1,29.2,1.6,0.4,-2.7,95.2,109.0,4,47.6,50.4,19.6,6.0,0,0,0
2002,91.0,Ryan Bowen,DEN,14,62,82,14,3.6,2.5,0.9,1.0,0.5,0.7,9.0,1.26,0.0,-1.1,90.5,93.8,84,49.7,51.9,11.2,9.2,0,0,0
2002,91.0,Lavor Postell,NYK,9,12,82,4,3.6,0.3,0.3,0.2,0.0,0.6,5.7,0.43,0.2,0.2,97.0,96.9,0.036000000000000004,39.5,48.2,23.1,3.1,0,0,0
2002,91.0,Rick Brunson,CHI,12,17,82,9,3.5,1.1,2.1,0.6,0.2,1.0,28.6,2.12,0.2,0.4,103.5,102.7,0.027000000000000003,50.0,54.3,17.2,10.2,0,0,0
2002,91.0,Brian Shaw,LAL,5,72,82,44,3.5,1.7,1.4,0.4,0.2,0.8,18.9,1.91,0.5,-0.9,95.5,100.2,0.040999999999999995,46.0,46.7,15.5,8.3,0,0,0
2002,91.0,Danny Fortson,GSW,11,17,82,6,3.5,4.3,0.7,0.5,0.0,0.9,8.7,0.8,0.0,-1.9,99.3,105.5,19,37.0,44.2,15.8,5.9,0,0,0
2002,91.0,Dan Gadzuric,MIL,7,49,82,21,3.4,4.0,0.2,0.4,1.1,0.6,1.8,0.33,0.0,-0.9,101.8,104.1,32,48.3,49.8,11.7,5.3,0,0,0
2002,91.0,John Crotty,DEN,14,12,82,2,3.4,1.3,2.4,0.3,0.0,0.8,32.2,3.22,0.3,-4.0,85.5,102.1,38,39.0,43.1,14.1,6.2,0,0,0
2002,91.0,Kenny Satterfield,PHI,3,39,82,13,3.4,1.1,1.7,0.5,0.1,1.1,25.6,1.58,0.1,-2.3,87.4,95.3,61,31.4,34.0,20.6,3.4,0,0,0
2002,91.0,Bobby Simmons,WAS,9,36,82,17,3.3,2.1,0.6,0.3,0.1,0.2,8.3,2.5,0.0,-0.3,105.7,107.4,0.01,39.3,47.1,16.0,6.6,0,0,0
2002,91.0,Nate Huffman,TOR,14,7,82,1,3.3,3.3,0.7,0.1,0.4,0.4,10.0,1.67,0.0,0.0,109.4,110.1,1,36.0,40.3,17.2,5.1,0,0,0
2002,91.0,Tayshaun Prince,DET,1,42,82,27,3.3,1.1,0.6,0.2,0.3,0.5,10.4,1.14,0.5,-0.8,93.0,98.1,0.040999999999999995,53.4,54.6,15.8,8.0,0,0,0
2002,91.0,Avery Johnson,DAL,1,48,82,39,3.3,0.6,1.3,0.3,0.0,0.6,26.4,2.21,0.0,-0.9,93.7,98.2,35,42.0,46.7,20.5,8.2,0,0,0
2002,91.0,Mark Madsen,LAL,5,54,82,37,3.2,2.9,0.7,0.3,0.4,0.5,6.7,1.41,0.0,0.2,107.3,105.2,24,42.3,45.8,11.8,3.4,0,0,0
2002,91.0,Mike Wilks,MIN,4,46,82,25,3.2,1.5,2.0,0.6,0.1,0.6,22.0,3.29,0.2,-0.9,94.5,96.1,67,37.2,43.6,13.4,6.5,0,0,0
2002,91.0,Reggie Evans,SEA,10,67,82,35,3.2,6.6,0.5,0.6,0.2,0.8,3.7,0.65,0.0,-0.2,102.8,102.8,49,47.1,51.0,8.8,6.6,0,0,0
2002,91.0,Oscar Torres,GSW,11,17,82,5,3.1,0.7,0.2,0.2,0.1,0.5,5.6,0.38,0.4,0.6,108.1,104.8,0.011000000000000001,54.2,59.2,21.8,8.6,0,0,0
2002,91.0,Reggie Slater,MIN,4,26,82,13,3.1,1.2,0.2,0.2,0.0,0.3,5.1,0.44,0.0,0.2,99.0,97.3,25,54.0,58.0,22.9,7.2,0,0,0
2002,91.0,Predrag Savovic,DEN,14,27,82,9,3.1,0.9,0.8,0.5,0.0,0.8,16.9,1.05,0.1,-1.4,81.3,89.9,65,33.3,39.2,19.5,2.7,0,0,0
2002,91.0,Raja Bell,DAL,1,75,82,54,3.1,1.9,0.8,0.7,0.1,0.6,7.1,1.33,0.3,0.6,101.8,98.8,0.059000000000000004,49.1,50.9,10.2,4.1,0,0,0
2002,91.0,Brian Scalabrine,NJN,2,59,82,39,3.1,2.4,0.8,0.3,0.3,0.8,10.3,1.0,0.2,0.2,96.1,96.4,55,44.4,48.7,14.0,6.7,0,0,0
2002,91.0,Dan Langhi,PHX,8,60,82,30,3.1,1.5,0.4,0.3,0.1,0.3,6.1,1.31,0.2,1.8,103.8,94.0,47,42.3,43.4,18.6,5.9,0,0,0
