Year,Avg. Pace,PLAYER,TEAM,Team Conference Rank,GP,Team GP,W,PTS,REB,AST,STL,BLK,TOV,AST%,AST/TO,3PM,+/-,OFFRTG,DEFRTG,DEFWS,eFG%,TS%,USG%,PIE,MVP,Prior MVPs,DPOY
2006,91.9,Samuel Dalembert,PHI,9,82,82,35,10.7,8.9,0.8,0.6,1.9,2.0,4.1,0.4,0.0,-0.2,104.0,104.4,0.08800000000000001,54.1,58.1,16.6,10.6,0,0,0
2006,91.9,David Lee,NYK,11,58,82,26,10.7,10.4,1.8,0.8,0.4,1.6,9.5,1.13,0.0,1.4,107.9,105.1,81,60.0,65.2,14.2,15.7,0,0,0
2006,91.9,Udonis Haslem,MIA,5,79,82,43,10.7,8.3,1.2,0.6,0.3,1.4,6.4,0.88,0.0,0.1,104.2,103.7,99,49.2,52.3,17.0,10.0,0,0,0
2006,91.9,Bobby Jackson,NOK,10,56,82,30,10.6,3.2,2.5,0.9,0.1,1.4,17.9,1.81,1.0,0.6,103.0,101.7,0.08900000000000001,44.6,50.0,22.4,10.1,0,0,0
2006,91.9,Gerald Green,BOS,15,81,82,24,10.4,2.6,1.0,0.5,0.3,1.5,8.9,0.69,1.2,-2.6,98.4,104.7,62,48.4,52.1,23.0,7.0,0,0,0
2006,91.9,Troy Murphy,IND,9,68,82,24,10.3,6.1,1.9,0.7,0.6,1.1,11.2,1.62,0.9,-3.1,101.5,107.4,0.054000000000000006,50.8,54.1,17.2,10.1,0,0,0
2006,91.9,Devin Harris,DAL,1,80,82,65,10.2,2.5,3.7,1.2,0.3,1.8,22.0,2.03,0.2,7.1,111.0,96.2,0.14300000000000002,50.4,57.4,18.7,10.3,0,0,0
2006,91.9,Randy Foye,MIN,12,82,82,32,10.1,2.7,2.8,0.6,0.3,1.9,21.6,1.53,0.8,-2.0,101.1,105.5,0.057999999999999996,48.3,53.6,22.4,9.5,0,0,0
2006,91.9,Shane Battier,HOU,4,82,82,52,10.1,4.1,2.1,1.0,0.7,0.9,9.2,2.43,1.9,4.5,104.1,98.4,172,56.7,58.9,11.9,8.2,0,0,0
2006,91.9,Rasual Butler,NOK,10,81,82,39,10.1,3.2,0.8,0.5,0.7,0.8,4.8,0.94,1.7,-1.2,100.5,103.0,0.09,48.4,49.5,18.4,6.9,0,0,0
2006,91.9,Mike James,MIN,12,82,82,32,10.1,2.0,3.6,0.7,0.1,1.6,23.2,2.3,1.0,-2.4,101.7,107.2,51,48.0,52.9,20.2,8.5,0,0,0
2006,91.9,Nate Robinson,NYK,11,64,82,23,10.1,2.4,1.4,0.8,0.1,1.1,11.9,1.25,1.3,-0.4,102.0,103.4,69,51.3,55.2,21.1,9.1,0,0,0
2006,91.9,Derek Fisher,UTA,5,82,82,51,10.1,1.8,3.3,1.0,0.1,1.5,18.3,2.28,0.6,1.9,107.6,103.5,0.08800000000000001,41.8,51.0,17.7,6.9,0,0,0
2006,91.9,Chris Kaman,LAC,9,75,82,38,10.1,7.8,1.1,0.5,1.5,2.0,6.1,0.54,0.0,-2.3,101.0,104.6,0.08,45.1,50.2,19.4,9.0,0,0,0
2006,91.9,Shareef Abdur-Rahim,SAC,11,80,82,31,9.9,5.0,1.4,0.7,0.5,1.5,9.2,0.94,0.0,-2.3,103.3,107.8,46,47.6,52.4,19.4,8.0,0,0,0
2006,91.9,Mikki Moore,NJN,6,79,82,39,9.8,5.1,0.9,0.6,0.8,1.4,5.9,0.65,0.0,0.1,105.1,104.6,73,60.9,63.7,16.0,8.9,0,0,0
2006,91.9,Matt Barnes,GSW,7,76,82,40,9.8,4.6,2.1,1.0,0.5,1.4,13.1,1.49,1.4,-0.3,105.5,105.7,0.06,52.2,54.7,18.0,9.3,0,0,0
2006,91.9,Boris Diaw,PHX,2,73,82,55,9.7,4.3,4.8,0.4,0.5,2.1,21.9,2.29,0.2,2.8,110.6,105.3,81,55.1,57.0,15.3,9.0,0,0,0
2006,91.9,Juwan Howard,HOU,4,80,82,52,9.7,5.9,1.6,0.4,0.1,1.4,10.5,1.17,0.0,0.9,103.8,102.9,87,46.5,51.7,18.5,9.3,0,0,0
2006,91.9,Nick Collison,SEA,14,82,82,31,9.6,8.1,1.0,0.6,0.8,1.5,5.5,0.67,0.0,-1.3,105.4,106.9,61,50.0,54.6,16.0,9.1,0,0,0
2006,91.9,Travis Outlaw,POR,12,67,82,25,9.6,3.2,0.8,0.9,1.1,1.0,6.1,0.79,0.1,-1.9,102.4,106.6,0.052000000000000005,44.3,49.9,21.3,8.6,0,0,0
2006,91.9,Juan Dixon,TOR,4,81,82,40,9.6,2.0,1.5,0.9,0.1,1.2,11.2,1.22,1.0,-1.2,103.0,105.4,0.06,48.2,51.6,20.0,7.2,0,0,0
2006,91.9,Andris Biedrins,GSW,7,82,82,42,9.5,9.3,1.1,0.8,1.7,1.5,5.3,0.74,0.0,1.5,107.0,104.2,85,59.9,59.8,13.9,10.5,0,0,0
2006,91.9,Channing Frye,NYK,11,72,82,29,9.5,5.5,0.9,0.5,0.6,1.4,6.3,0.67,0.0,-1.9,101.6,105.9,64,43.5,46.4,19.9,7.2,0,0,0
2006,91.9,Kenyon Martin,DEN,6,2,82,0,9.5,10.0,0.5,0.0,0.0,2.5,2.3,0.2,0.0,-4.5,97.0,101.5,125,50.0,44.6,17.1,2.5,0,0,0
2006,91.9,Tyson Chandler,NOK,10,73,82,34,9.5,12.4,0.9,0.5,1.8,1.7,4.0,0.52,0.0,-0.3,104.9,105.4,0.08900000000000001,62.4,62.0,12.1,11.9,0,0,0
2006,91.9,Earl Watson,SEA,14,77,82,31,9.4,2.4,5.7,1.3,0.3,2.2,31.8,2.62,1.2,-1.7,105.4,107.8,51,45.0,48.3,19.1,9.1,0,0,0
2006,91.9,Shaun Livingston,LAC,9,54,82,25,9.3,3.4,5.1,1.1,0.5,2.0,28.3,2.54,0.1,-2.9,102.8,107.1,62,46.9,50.3,17.0,9.6,0,0,0
2006,91.9,Walter Herrmann,CHA,11,48,82,19,9.2,2.9,0.5,0.4,0.1,0.7,4.9,0.81,1.1,-0.3,102.8,103.2,64,60.8,62.5,18.6,11.3,0,0,0
2006,91.9,Jannero Pargo,NOK,10,82,82,39,9.2,2.2,2.5,0.6,0.0,1.5,21.8,1.66,1.0,-1.1,97.9,100.7,83,46.7,50.4,23.0,10.2,0,0,0
2006,91.9,Bostjan Nachbar,NJN,6,76,82,39,9.2,3.3,0.8,0.4,0.3,0.9,7.2,0.88,1.5,-0.3,100.7,101.7,76,57.0,61.4,18.7,10.4,0,0,0
2006,91.9,Corliss Williamson,SAC,11,68,82,31,9.1,3.3,0.6,0.4,0.2,1.4,5.4,0.4,0.0,0.9,104.0,101.2,75,51.0,55.9,22.2,8.2,0,0,0
2006,91.9,Brevin Knight,CHA,11,45,82,17,9.1,2.6,6.6,1.5,0.1,2.1,37.8,3.12,0.0,-2.0,100.4,103.5,91,42.0,48.7,17.9,11.0,0,0,0
2006,91.9,Michael Finley,SAS,3,82,82,58,9.0,2.7,1.3,0.4,0.2,0.6,10.0,2.35,1.3,2.2,106.4,101.5,84,49.0,52.4,18.9,9.8,0,0,0
2006,91.9,Brad Miller,SAC,11,63,82,26,9.0,6.4,3.6,0.6,0.6,1.7,19.6,2.07,0.1,1.4,105.9,104.1,84,45.9,50.8,16.6,10.3,0,0,0
2006,91.9,Sasha Pavlovic,CLE,2,67,82,42,9.0,2.4,1.6,0.8,0.3,1.5,11.0,1.03,0.9,3.6,103.9,96.7,122,51.4,55.4,18.6,8.2,0,0,0
2006,91.9,LaMarcus Aldridge,POR,12,63,82,24,9.0,5.0,0.4,0.3,1.2,0.7,3.0,0.56,0.0,-0.9,105.2,106.0,0.054000000000000006,50.3,53.3,18.8,8.9,0,0,0
2006,91.9,Morris Peterson,TOR,4,71,82,40,8.9,3.3,0.7,0.6,0.2,0.7,5.2,0.89,1.5,-1.8,101.9,105.9,0.052000000000000005,53.2,55.5,18.5,8.7,0,0,0
2006,91.9,Trevor Ariza,ORL,8,57,82,32,8.9,4.4,1.1,1.0,0.3,1.5,9.2,0.77,0.0,0.7,101.3,99.1,102,53.9,56.7,18.6,11.8,0,0,0
2006,91.9,Damien Wilkins,SEA,14,82,82,31,8.8,2.8,1.9,1.1,0.2,1.4,12.1,1.34,0.6,-3.0,103.3,109.2,35,47.7,53.5,17.3,7.9,0,0,0
2006,91.9,Jose Calderon,TOR,4,77,82,45,8.7,1.7,5.0,0.8,0.1,1.4,39.7,3.52,0.3,0.5,106.0,104.7,0.059000000000000004,54.6,58.8,19.0,13.4,0,0,0
2006,91.9,Alonzo Mourning,MIA,5,77,82,43,8.6,4.5,0.2,0.2,2.3,1.7,2.0,0.14,0.0,-1.0,100.9,102.7,71,56.0,59.0,20.4,8.4,0,0,0
2006,91.9,Joe Smith,PHI,9,65,82,36,8.5,6.2,0.8,0.6,0.4,1.2,5.5,0.64,0.0,0.1,102.0,101.7,87,44.9,51.0,18.2,10.1,0,0,0
2006,91.9,John Salmons,SAC,11,79,82,32,8.5,3.3,3.2,0.9,0.3,1.5,19.6,2.13,0.5,-2.3,102.8,106.7,0.057999999999999996,49.5,55.3,15.2,9.1,0,0,0
2006,91.9,Brent Barry,SAS,3,75,82,53,8.5,2.1,1.8,0.7,0.2,0.8,13.2,2.26,1.7,3.0,107.3,101.4,84,62.6,66.6,15.0,11.2,0,0,0
2006,91.9,Jorge Garbajosa,TOR,4,67,82,36,8.5,4.9,1.9,1.2,0.2,1.0,9.9,1.95,1.0,1.4,104.2,101.7,105,48.2,50.3,15.3,9.4,0,0,0
2006,91.9,Antoine Walker,MIA,5,78,82,42,8.5,4.3,1.7,0.6,0.2,1.8,12.2,0.92,1.1,-0.5,100.8,102.9,78,46.0,46.2,21.9,6.7,0,0,0
2006,91.9,Kwame Brown,LAL,7,41,82,24,8.4,6.0,1.8,1.0,1.2,1.9,9.7,0.99,0.0,1.8,110.9,107.0,0.055999999999999994,59.1,57.3,14.8,8.0,0,0,0
2006,91.9,Maurice Evans,LAL,7,76,82,39,8.4,2.9,1.0,0.5,0.2,0.8,7.0,1.3,0.6,-0.1,106.3,106.3,51,47.6,52.3,17.3,7.3,0,0,0
2006,91.9,Ime Udoka,POR,12,75,82,31,8.4,3.7,1.5,0.9,0.2,1.0,8.5,1.53,1.2,-1.9,104.5,107.4,0.055999999999999994,54.8,56.9,13.6,7.1,0,0,0
2006,91.9,Eddie House,NJN,6,56,82,27,8.4,1.6,1.2,0.5,0.1,0.5,12.7,2.48,1.3,-1.1,102.4,107.7,32,51.7,53.6,21.3,9.7,0,0,0
2006,91.9,Andrei Kirilenko,UTA,5,70,82,44,8.3,4.7,2.9,1.1,2.1,1.9,14.5,1.5,0.2,0.5,107.1,106.0,0.07,49.0,55.8,14.5,9.2,0,0,0
2006,91.9,James White,SAS,3,6,82,4,8.3,3.3,0.8,0.5,0.2,0.8,6.5,1.0,0.3,-3.7,97.3,105.8,0.055999999999999994,46.3,52.5,17.5,9.0,0,0,0
2006,91.9,Antonio McDyess,DET,1,82,82,53,8.1,6.0,0.9,0.7,0.8,0.9,7.2,0.96,0.0,3.3,107.2,98.3,102,52.6,55.2,18.0,12.3,0,0,0
2006,91.9,Darko Milicic,ORL,8,80,82,38,8.0,5.5,1.1,0.6,1.8,1.6,8.1,0.73,0.0,0.0,103.0,102.7,0.08199999999999999,45.4,49.2,18.7,8.8,0,0,0
2006,91.9,Derek Anderson,CHA,11,50,82,20,8.0,2.3,2.7,1.0,0.1,1.1,17.4,2.38,1.1,0.4,105.6,104.2,69,52.0,58.6,14.8,8.9,0,0,0
2006,91.9,Keyon Dooling,ORL,8,66,82,33,7.9,1.3,1.7,0.8,0.2,1.1,13.5,1.56,0.5,0.3,103.7,103.5,69,44.4,50.1,18.4,6.8,0,0,0
2006,91.9,Gordan Giricek,UTA,5,61,82,36,7.8,2.1,1.0,0.5,0.1,1.0,9.0,0.98,0.9,2.6,107.2,100.9,76,53.0,56.6,18.1,8.2,0,0,0
2006,91.9,Andrew Bynum,LAL,7,82,82,42,7.8,5.9,1.1,0.1,1.6,1.4,8.5,0.82,0.0,-1.4,103.0,105.8,53,55.8,59.3,16.3,9.7,0,0,0
2006,91.9,Stromile Swift,MEM,15,54,82,15,7.8,4.6,0.3,0.6,1.1,1.3,2.9,0.25,0.0,-3.7,99.6,108.9,0.028999999999999998,46.5,51.7,20.4,7.7,0,0,0
2006,91.9,Bonzi Wells,HOU,4,28,82,13,7.8,4.3,1.1,0.9,0.5,2.0,10.0,0.54,0.0,0.3,98.0,97.8,0.1,41.3,44.6,23.5,6.9,0,0,0
2006,91.9,James Posey,MIA,5,71,82,40,7.7,5.0,1.3,1.0,0.3,0.8,7.8,1.71,1.4,-0.4,101.8,102.6,94,54.3,57.9,12.7,9.4,0,0,0
2006,91.9,Salim Stoudamire,ATL,13,61,82,22,7.7,1.2,1.0,0.3,0.0,0.9,11.2,1.11,0.9,-1.5,99.4,105.1,47,48.2,51.8,21.5,7.5,0,0,0
2006,91.9,Eddie Jones,MIA,5,64,82,30,7.7,3.0,1.7,1.1,0.2,0.7,11.1,2.32,1.2,-0.7,101.1,102.6,86,51.4,54.2,14.6,8.6,0,0,0
2006,91.9,Tarence Kinsey,MEM,15,48,82,13,7.7,2.0,0.9,1.1,0.0,1.0,6.8,0.89,0.3,-2.3,104.8,109.8,25,47.9,53.2,17.8,7.5,0,0,0
2006,91.9,Carlos Arroyo,ORL,8,72,82,36,7.7,1.9,2.8,0.5,0.0,1.3,28.6,2.24,0.2,0.6,101.0,99.6,79,43.9,50.1,22.2,11.1,0,0,0
2006,91.9,Darius Songaila,WAS,6,37,82,14,7.6,3.6,1.0,0.5,0.3,1.2,9.2,0.88,0.0,0.1,104.8,104.5,0.054000000000000006,52.4,56.7,18.4,8.4,0,0,0
2006,91.9,Linas Kleiza,DEN,6,79,82,42,7.6,3.4,0.6,0.4,0.2,1.0,4.7,0.57,1.1,0.9,104.3,102.1,68,50.9,56.1,17.2,6.6,0,0,0
2006,91.9,Damon Stoudamire,MEM,15,62,82,15,7.5,2.2,4.8,0.8,0.0,1.6,31.3,2.96,1.0,-3.7,102.4,110.5,24,45.9,49.3,16.8,8.7,0,0,0
2006,91.9,Dahntay Jones,MEM,15,78,82,21,7.5,2.0,0.9,0.5,0.3,1.2,6.6,0.74,0.1,-1.6,107.0,110.0,25,48.3,54.2,16.9,4.7,0,0,0
2006,91.9,Craig Smith,MIN,12,82,82,32,7.4,5.1,0.6,0.6,0.2,0.9,5.6,0.66,0.0,-1.6,99.5,104.3,0.054000000000000006,53.1,55.8,18.2,10.1,0,0,0
2006,91.9,Marc Jackson,NOK,10,56,82,23,7.3,3.4,1.0,0.4,0.1,1.2,9.9,0.89,0.0,-2.6,98.5,106.4,0.040999999999999995,41.0,47.1,22.3,7.6,0,0,0
2006,91.9,Jarvis Hayes,WAS,6,81,82,40,7.2,2.6,1.0,0.6,0.2,0.7,8.2,1.43,0.8,-2.2,105.0,109.8,24,47.1,50.2,17.1,6.4,0,0,0
2006,91.9,Chris Duhon,CHI,3,78,82,46,7.2,2.2,4.0,0.9,0.1,1.3,25.2,2.95,1.1,2.1,101.5,96.6,131,49.9,52.9,14.5,9.5,0,0,0
2006,91.9,Antonio Daniels,WAS,6,80,82,41,7.1,1.9,3.6,0.5,0.1,0.9,26.1,4.2,0.2,-0.3,107.6,107.9,39,46.7,57.2,14.1,11.1,0,0,0
2006,91.9,Marquis Daniels,IND,9,45,82,23,7.1,1.8,1.3,0.6,0.2,1.2,12.6,1.04,0.1,-1.7,98.2,103.2,0.057999999999999996,47.0,50.6,20.1,8.1,0,0,0
2006,91.9,Kelenna Azubuike,GSW,7,41,82,18,7.1,2.3,0.7,0.5,0.2,1.0,6.8,0.72,0.8,-3.9,97.7,109.3,0.022000000000000002,52.3,57.2,18.3,8.4,0,0,0
2006,91.9,Erick Dampier,DAL,1,76,82,64,7.1,7.4,0.6,0.3,1.1,1.4,3.4,0.41,0.0,5.7,111.3,98.5,0.11800000000000001,62.6,64.2,12.8,9.3,0,0,0
2006,91.9,Martell Webster,POR,12,82,82,32,7.0,2.9,0.6,0.4,0.2,0.9,5.0,0.68,1.1,-1.8,101.1,106.7,47,48.9,52.2,16.2,6.6,0,0,0
2006,91.9,Donyell Marshall,CLE,2,81,82,49,7.0,4.0,0.6,0.5,0.5,0.8,5.8,0.69,1.2,1.9,100.7,97.0,0.09,52.0,53.6,18.8,11.3,0,0,0
2006,91.9,Brian Cook,LAL,7,65,82,31,6.9,3.3,1.0,0.4,0.4,0.8,10.0,1.27,0.7,1.2,107.7,104.6,0.044000000000000004,51.0,52.5,20.8,8.9,0,0,0
2006,91.9,Jason Hart,LAC,9,36,82,15,6.9,2.7,2.9,1.2,0.0,1.1,19.5,2.71,0.2,-1.1,104.1,105.7,0.057999999999999996,46.2,50.9,15.3,8.4,0,0,0
2006,91.9,Paul Millsap,UTA,5,82,82,51,6.8,5.2,0.8,0.8,0.9,1.1,6.8,0.66,0.0,1.8,107.4,101.7,66,52.6,57.1,17.4,11.0,0,0,0
2006,91.9,Marcus Williams,NJN,6,79,82,40,6.8,2.1,3.3,0.4,0.0,1.8,34.6,1.83,0.6,-0.5,98.9,100.9,68,43.9,47.4,24.0,9.9,0,0,0
2006,91.9,Anderson Varejao,CLE,2,81,82,49,6.8,6.7,0.9,0.9,0.6,0.8,6.0,1.12,0.0,3.1,104.0,97.1,125,47.6,52.7,13.5,9.4,0,0,0
2006,91.9,Flip Murray,DET,1,69,82,43,6.7,1.6,2.7,0.7,0.2,1.3,20.7,2.08,0.3,0.6,103.2,101.6,81,43.2,47.4,18.3,7.1,0,0,0
2006,91.9,Trenton Hassell,MIN,12,76,82,28,6.7,3.2,2.7,0.3,0.3,1.1,13.8,2.54,0.1,-2.4,102.4,106.9,61,49.7,52.9,11.7,6.4,0,0,0
2006,91.9,Brendan Haywood,WAS,6,77,82,39,6.6,6.2,0.6,0.4,1.1,1.2,4.0,0.52,0.0,0.8,107.3,105.5,57,55.8,57.1,13.4,7.8,0,0,0
2006,91.9,Eduardo Najera,DEN,6,75,82,40,6.6,4.1,0.9,1.0,0.3,0.7,5.6,1.14,0.0,0.2,106.1,104.7,62,57.8,60.9,11.7,7.5,0,0,0
2006,91.9,Rodney Carney,PHI,9,67,82,24,6.6,1.9,0.4,0.6,0.3,0.6,3.7,0.6,0.4,-1.9,100.1,104.9,49,49.6,51.4,18.3,5.8,0,0,0
2006,91.9,Vladimir Radmanovic,LAL,7,55,82,31,6.6,3.3,1.2,0.5,0.3,1.3,11.3,0.96,0.7,-2.0,101.1,106.4,0.040999999999999995,48.7,51.8,18.7,6.9,0,0,0
2006,91.9,Damon Jones,CLE,2,60,82,37,6.6,1.1,1.6,0.3,0.0,0.6,12.8,2.61,1.5,1.6,105.1,102.5,69,51.1,52.5,14.8,6.9,0,0,0
2006,91.9,Fred Jones,POR,12,63,82,25,6.5,1.8,1.7,0.8,0.3,1.1,13.4,1.61,0.6,-3.5,98.6,107.1,45,43.9,50.1,16.4,5.9,0,0,0
2006,91.9,Jamaal Magloire,POR,12,81,82,31,6.5,6.1,0.4,0.3,0.8,1.6,3.0,0.23,0.0,-3.1,99.9,107.9,38,50.4,52.7,17.5,7.4,0,0,0
2006,91.9,Steve Blake,DEN,6,82,82,43,6.4,2.1,5.0,0.7,0.1,1.6,26.0,3.16,0.8,-0.6,105.8,106.6,0.059000000000000004,47.6,49.1,13.1,7.4,0,0,0
2006,91.9,Steven Hunter,PHI,9,70,82,32,6.4,4.8,0.4,0.2,1.1,0.9,2.8,0.4,0.0,-4.0,96.4,104.9,62,57.7,57.3,13.1,7.9,0,0,0
2006,91.9,Rajon Rondo,BOS,15,78,82,21,6.4,3.7,3.8,1.6,0.1,1.8,26.0,2.17,0.1,0.5,101.3,99.7,102,42.4,47.2,16.2,10.0,0,0,0
2006,91.9,Ben Wallace,CHI,3,77,82,45,6.4,10.7,2.4,1.4,2.0,1.3,10.1,1.84,0.0,2.2,102.9,99.6,152,45.4,45.6,10.7,10.7,0,0,0
2006,91.9,James Jones,PHX,2,76,82,58,6.4,2.3,0.6,0.4,0.6,0.4,4.8,1.61,1.2,2.1,107.4,100.6,73,47.0,51.0,16.2,6.7,0,0,0
2006,91.9,Joey Graham,TOR,4,79,82,47,6.4,3.1,0.6,0.4,0.1,0.6,5.3,0.9,0.1,0.9,104.7,102.0,62,50.6,56.4,16.8,8.4,0,0,0
2006,91.9,Devean George,DAL,1,60,82,49,6.4,3.6,0.6,0.8,0.4,0.9,4.3,0.65,0.9,1.3,103.1,100.0,92,46.6,48.7,15.6,5.9,0,0,0
2006,91.9,Bruce Bowen,SAS,3,82,82,58,6.2,2.7,1.4,0.8,0.3,0.8,6.8,1.8,1.1,7.2,108.3,94.8,0.17600000000000002,50.0,51.1,10.8,4.9,0,0,0
2006,91.9,Ike Diogu,IND,9,59,82,22,6.2,3.4,0.4,0.1,0.4,1.1,6.1,0.37,0.0,-0.6,97.2,98.7,62,47.7,55.9,22.5,10.2,0,0,0
2006,91.9,Johan Petro,SEA,14,81,82,31,6.2,4.1,0.6,0.5,0.6,1.0,5.0,0.55,0.0,-2.8,100.4,106.9,39,51.6,53.2,16.6,6.9,0,0,0
2006,91.9,Rasho Nesterovic,TOR,4,80,82,46,6.2,4.5,0.9,0.5,1.1,0.7,6.8,1.32,0.0,1.3,104.0,100.3,85,54.6,55.8,13.9,8.7,0,0,0
2006,91.9,Allan Ray,BOS,15,47,82,9,6.2,1.5,0.9,0.4,0.1,0.9,10.5,1.02,1.0,-0.3,99.7,100.5,63,47.9,51.2,19.8,5.7,0,0,0
2006,91.9,Sebastian Telfair,BOS,15,78,82,21,6.1,1.4,2.8,0.6,0.1,1.3,22.3,2.22,0.5,-0.6,102.6,104.1,61,41.0,45.8,17.3,5.4,0,0,0
2006,91.9,Sarunas Jasikevicius,GSW,7,63,82,30,6.1,1.1,2.7,0.4,0.0,1.4,31.0,1.91,0.7,-1.6,96.9,102.8,51,46.6,53.1,19.5,9.6,0,0,0
2006,91.9,Tony Battie,ORL,8,66,82,36,6.1,5.2,0.5,0.4,0.5,0.9,3.6,0.57,0.0,0.0,101.3,100.7,95,48.9,51.3,13.5,7.1,0,0,0
2006,91.9,Ersan Ilyasova,MIL,14,66,82,23,6.1,2.9,0.7,0.4,0.3,0.8,8.6,0.96,0.8,-3.0,98.9,108.9,0.022000000000000002,45.7,50.0,20.4,6.5,0,0,0
2006,91.9,Etan Thomas,WAS,6,65,82,29,6.1,5.8,0.4,0.3,1.4,1.1,3.6,0.41,0.0,-0.6,108.4,109.7,23,57.4,58.5,14.5,8.8,0,0,0
2006,91.9,P.J. Brown,CHI,3,72,82,42,6.1,4.8,0.7,0.3,0.7,1.2,4.9,0.56,0.0,2.7,103.1,95.3,115,40.7,46.2,17.2,6.0,0,0,0
2006,91.9,Francisco Garcia,SAC,11,79,82,33,6.0,2.6,1.1,0.6,0.5,0.9,10.1,1.24,0.7,-0.4,102.2,102.6,63,49.9,55.1,15.4,7.1,0,0,0
2006,91.9,JJ Redick,ORL,8,42,82,19,6.0,1.2,0.9,0.3,0.0,0.5,10.0,1.71,0.9,0.0,102.1,103.1,0.05,50.8,56.9,17.3,8.6,0,0,0
2006,91.9,Dorell Wright,MIA,5,66,82,32,6.0,4.1,1.4,0.6,0.7,1.0,12.6,1.46,0.1,-2.4,98.1,104.7,55,45.2,48.9,16.7,10.3,0,0,0
2006,91.9,Troy Hudson,MIN,12,34,82,14,5.9,1.4,2.1,0.4,0.1,1.2,22.7,1.83,0.8,-1.9,97.4,104.0,49,45.1,48.3,20.5,8.6,0,0,0
2006,91.9,Amir Johnson,DET,1,8,82,3,5.9,4.6,0.4,0.6,1.6,1.1,3.9,0.33,0.0,0.0,101.2,100.8,65,54.5,60.0,17.0,11.7,0,0,0
2006,91.9,Alan Anderson,CHA,11,17,82,7,5.8,1.9,1.2,0.4,0.0,1.3,14.4,0.95,0.3,-1.0,95.5,99.4,68,48.8,53.8,19.4,6.7,0,0,0
2006,91.9,Darrell Armstrong,IND,9,81,82,34,5.6,1.7,2.4,0.9,0.1,0.9,25.0,2.51,0.9,-0.7,99.5,101.9,0.059000000000000004,50.9,54.7,16.7,11.2,0,0,0
2006,91.9,Chuck Hayes,HOU,4,78,82,50,5.6,6.7,0.6,0.9,0.2,0.8,4.3,0.73,0.0,4.1,104.1,93.8,0.13699999999999998,57.3,58.7,11.6,8.9,0,0,0
2006,91.9,Nazr Mohammed,DET,1,51,82,34,5.6,4.5,0.2,0.5,0.8,0.8,2.0,0.21,0.0,-0.6,103.9,105.9,0.037000000000000005,53.2,55.4,18.1,8.4,0,0,0
2006,91.9,Kyle Lowry,MEM,15,10,82,2,5.6,3.1,3.2,1.4,0.1,1.2,26.9,2.67,0.3,6.0,109.2,93.3,109,40.8,55.6,15.6,14.0,0,0,0
2006,91.9,Anthony Roberson,GSW,7,20,82,7,5.6,1.1,0.5,0.6,0.0,0.7,7.1,0.77,1.1,-2.8,99.4,110.7,0.011000000000000001,52.4,52.7,21.9,6.2,0,0,0
2006,91.9,Shelden Williams,ATL,13,81,82,30,5.5,5.4,0.5,0.6,0.5,1.2,5.1,0.46,0.0,-2.9,97.7,106.0,45,45.8,51.8,15.6,9.3,0,0,0
2006,91.9,Kenny Thomas,SAC,11,62,82,25,5.3,6.1,1.2,0.7,0.3,1.5,8.5,0.84,0.0,-2.9,101.7,108.4,0.037000000000000005,48.2,49.2,13.4,7.0,0,0,0
2006,91.9,Ronny Turiaf,LAL,7,72,82,35,5.3,3.6,0.9,0.2,1.1,0.7,9.2,1.21,0.0,0.2,107.1,105.5,39,54.9,58.6,15.0,8.4,0,0,0
2006,91.9,Marko Jaric,MIN,12,70,82,26,5.3,2.6,2.1,1.1,0.2,1.3,14.7,1.65,0.5,-2.2,99.3,104.8,61,46.8,51.0,13.2,5.9,0,0,0
2006,91.9,Anthony Johnson,ATL,13,67,82,40,5.3,1.5,3.0,0.5,0.0,1.1,24.9,2.64,0.4,-1.8,100.9,105.7,49,45.0,48.0,15.6,6.5,0,0,0
2006,91.9,Gary Payton,MIA,5,68,82,35,5.3,1.9,3.0,0.6,0.0,1.0,21.7,3.05,0.5,-3.1,99.2,105.9,53,43.7,45.8,14.4,6.6,0,0,0
2006,91.9,Speedy Claxton,ATL,13,42,82,13,5.3,1.9,4.4,1.7,0.1,1.8,29.1,2.47,0.1,-2.9,95.8,101.5,95,33.8,36.3,16.3,4.6,0,0,0
2006,91.9,Junior Harrington,MEM,15,29,82,8,5.2,2.3,3.1,0.7,0.2,1.8,24.6,1.71,0.2,-0.9,102.1,104.4,55,44.2,48.3,16.9,5.5,0,0,0
2006,91.9,Lawrence Roberts,MEM,15,54,82,14,5.2,4.8,0.6,0.7,0.2,0.7,4.8,0.83,0.0,-0.7,104.5,106.8,38,45.2,53.3,13.6,7.3,0,0,0
2006,91.9,Quinton Ross,LAC,9,81,82,40,5.2,2.3,1.1,0.9,0.4,0.4,7.9,2.61,0.0,-1.5,102.0,104.0,64,47.0,50.8,11.9,5.8,0,0,0
2006,91.9,Carlos Delfino,DET,1,82,82,53,5.2,3.2,1.1,0.6,0.1,0.7,10.8,1.44,0.6,0.7,101.1,98.2,83,47.6,51.5,15.8,10.3,0,0,0
2006,91.9,Tyrus Thomas,CHI,3,72,82,44,5.2,3.7,0.6,0.6,1.1,1.3,6.6,0.43,0.0,2.1,101.9,93.3,87,47.5,52.1,20.1,9.3,0,0,0
2006,91.9,Kevinn Pinkney,BOS,15,6,82,0,5.2,2.5,0.8,0.5,0.5,0.7,7.8,1.25,0.2,0.8,101.0,101.0,65,46.3,50.1,14.8,6.7,0,0,0
